#SampleID	ERR1414209	ERR1414210	ERR1414211	ERR1414212	ERR1414213	ERR1414214	ERR1414215	ERR1414216	ERR1414217	ERR1414218	ERR1414219	ERR1414220	ERR1414221	ERR1414222	ERR1414223	ERR1414224	ERR1414225	ERR1414226	ERR1414227	ERR1414228	ERR1414229	ERR1414230	ERR1414231	ERR1414232	ERR1414233	ERR1414234	ERR1414235	ERR1414236	ERR1414237	ERR1414238	ERR1414239	ERR1414240	ERR1414241	ERR1414242	ERR1414243	ERR1414244	ERR1414245	ERR1414246	ERR1414247	ERR1414248	ERR1414249	ERR1414250	ERR1414251	ERR1414252	ERR1414253	ERR1414254	ERR1414255	ERR1414256	ERR1414257	ERR1414258	ERR1414259	ERR1414260	ERR1414261	ERR1414262	ERR1414263	ERR1414264	ERR1414265	ERR1414266	ERR1414267	ERR1414268	ERR1414269	ERR1414270	ERR1414271	ERR1414272	ERR1414273	ERR1414274	ERR1414275	ERR1414276	ERR1414277	ERR1414278
Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales];f__[Marinicellaceae];g__Marinicella;s__	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__TA18;o__CV90;f__;g__;s__	5	2	0	6	3	9	6	1	3	3	2	2	2	2	1	1	0	2	6	5	3	3	1	1	3	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	1	2	5	2	7	5	1	2	1	1	0	1	3	0	1	0	0
Root;k__Bacteria;p__Proteobacteria;c__TA18;o__PHOS-HD29;f__;g__;s__	11	4	1	10	7	4	11	4	1	1	3	3	1	2	1	1	1	3	4	4	4	8	14	16	11	9	14	11	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	27	10	2	18	9	10	0	5	5	0	1	3	2	2	0	0	0	10	2	1	0	0
Root;k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__;s__	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__	12	14	21	3	3	6	6	1	3	1	3	0	1	3	1	0	11	12	5	3	8	8	6	8	2	2	6	0	33	16	23	17	40	49	15	34	28	21	32	22	12	15	38	15	37	31	46	32	0	0	0	0	1	7	0	0	6	4	15	0	4	24	44	22	72	12	76	36	85	96
Root;k__Bacteria;p__SAR406;c__AB16;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Root;k__Bacteria;p__SAR406;c__AB16;o__Arctic96B-7;f__A714017;g__;s__	0	0	0	0	0	0	0	0	2	0	0	0	3	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	1	1	0	0	0
Root;k__Bacteria;p__SAR406;c__AB16;o__Arctic96B-7;f__A714017;g__SGSH944;s__	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__SAR406;c__AB16;o__Arctic96B-7;f__A714017;g__SargSea-WGS;s__	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__SAR406;c__AB16;o__Arctic96B-7;f__Sc-NB04;g__;s__	0	0	0	2	0	0	0	1	2	2	0	0	1	0	4	3	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Root;k__Bacteria;p__SAR406;c__AB16;o__ST-3K15;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__SAR406;c__AB16;o__ZA3648c;f__AEGEAN_185;g__;s__	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Root;k__Bacteria;p__SAR406;c__AB16;o__noFP_H7;f__;g__;s__	1	0	4	0	0	0	0	29	80	41	91	35	38	33	127	99	65	0	0	0	0	0	0	0	16	10	24	30	0	0	0	0	2	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	95	0	0	0	0	0	0	0	1	0
Root;k__Bacteria;p__SAR406;c__Ulr1583;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__SBR1093;c__EC214;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
Root;k__Bacteria;p__SBR1093;c__VHS-B5-50;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__SC4;c__;o__;f__;g__;s__	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	7	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__SR1;c__;o__;f__;g__;s__	34	10	23	13	30	32	41	2	7	8	5	1	43	56	17	16	13	27	34	30	32	15	25	29	5	4	2	6	3	7	14	21	16	33	26	39	13	7	10	0	17	26	8	16	18	51	43	7	80	110	2	9	71	52	16	13	14	20	9	44	13	8	13	10	33	35	20	16	15	17
Root;k__Bacteria;p__Spirochaetes;c__GN05;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__GN05;o__LF030;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__GN05;o__LG048;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__GN05;o__SBYZ_6080;f__;g__;s__	1	0	1	0	0	0	0	2	0	3	9	4	1	1	9	2	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	3	0	0	0	2	1	0
Root;k__Bacteria;p__Spirochaetes;c__MVP-15;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__MVP-15;o__PL-11B10;f__;g__;s__	12	13	9	1	2	0	0	38	61	35	93	42	29	26	22	32	15	3	0	0	1	0	2	3	12	7	20	18	5	22	18	42	52	36	26	47	22	21	10	7	34	45	55	56	38	32	35	7	4	0	0	0	1	0	0	0	0	1	8	39	26	8	21	9	13	2	10	16	27	20
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__;f__;g__;s__	0	0	0	0	0	0	0	0	1	2	3	1	2	2	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__M2PT2-76;f__;g__;s__	0	0	1	0	0	0	0	1	6	2	2	0	0	0	0	4	0	4	0	0	1	0	0	0	2	1	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Sphaerochaetales;f__Sphaerochaetaceae;g__;s__	0	0	0	0	0	0	0	0	0	0	1	0	2	1	4	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	4	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__	0	0	1	0	0	0	0	7	5	0	9	4	47	63	46	49	26	0	0	1	0	0	0	0	1	2	2	0	0	0	1	3	0	0	13	3	2	3	0	0	0	2	0	0	9	1	0	0	0	0	0	0	2	2	0	0	2	0	2	54	48	0	0	0	6	1	1	0	3	0
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Sphaerochaetales;f__Sphaerochaetaceae;g__wall-less;s__spirochete	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__;s__	0	1	0	0	0	0	0	2	9	3	2	6	3	5	4	6	2	0	0	0	0	0	0	1	51	67	77	74	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	1	1	0
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__HAW-RM37;s__	0	0	0	1	0	0	0	17	22	17	5	12	14	24	18	3	4	0	0	0	0	0	0	0	8	11	15	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	16	0	0	1	0	0	1	2	0	0
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__	0	0	0	0	0	0	0	5	5	4	7	3	3	2	2	5	5	0	0	1	0	0	0	0	3	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__africana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__aurantia	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__thermophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	45	41	65	4	6	0	6	612	617	562	825	510	843	1123	1777	1502	828	5	3	0	4	5	5	5	411	362	729	648	33	45	72	63	33	60	60	52	83	61	37	44	64	79	52	47	59	39	74	34	8	10	0	0	9	1	0	3	10	9	39	1273	1416	43	57	52	70	8	81	90	92	93
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__phagedenis	1	1	0	0	0	0	0	5	3	2	4	3	2	7	4	9	4	0	0	0	0	0	0	0	2	0	3	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	1	0	0	1	0	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__primitia	1	0	1	0	0	0	0	1	0	3	2	1	2	4	7	6	3	0	0	0	0	0	0	0	0	2	5	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	1	1
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__sp5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__za29;s__	0	1	0	0	0	0	1	6	22	14	3	13	7	11	6	4	5	4	1	0	2	0	1	0	3	9	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	0	1	0	1	1	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__[Brachyspirae];o__[Brachyspirales];f__Brachyspiraceae;g__;s__	0	0	0	1	0	0	0	13	17	19	20	29	0	0	0	0	0	0	0	0	0	0	0	0	36	31	32	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Root;k__Bacteria;p__Spirochaetes;c__[Brachyspirae];o__[Brachyspirales];f__Brachyspiraceae;g__Brachyspira;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2
Root;k__Bacteria;p__Spirochaetes;c__[Brevinematae];o__;f__;g__;s__	0	0	0	0	0	0	0	11	9	18	9	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__[Brevinematae];o__[Brevinematales];f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales];f__;g__;s__	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales];f__Leptospiraceae;g__Leptonema;s__	1	0	1	2	0	1	4	1	0	0	0	3	0	0	0	1	0	10	7	6	7	2	3	2	0	0	0	0	0	0	12	1	0	2	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	3	0	0	0	0	0	0	0	2	0	0	1	0
Root;k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales];f__Leptospiraceae;g__Leptospira;s__	5	4	4	6	9	7	14	0	1	1	0	2	0	0	0	0	1	33	25	30	26	5	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	18	1	4	13	10	4	5	2	0	0	1	5	0	4	16	0	1	2	1
Root;k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales];f__Leptospiraceae;g__Leptospira;s__biflexa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Root;k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales];f__Leptospiraceae;g__Turneriella;s__	27	39	33	47	84	75	99	1	2	0	2	0	1	6	0	1	1	156	113	148	191	76	194	242	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	20	37	1	3	35	20	11	5	25	2	2	5	4	4	5	337	27	16	15	9
Root;k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales];f__Sediment-4;g__;s__	2	2	2	1	1	0	1	267	224	239	183	276	83	52	25	21	28	1	0	1	1	0	1	0	78	90	123	91	3	0	1	4	1	3	6	3	3	3	0	1	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	42	26	2	3	4	3	0	1	3	2	8
Root;k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales];f__Sediment-4;g__SJA-88;s__	5	8	9	2	0	0	0	151	147	157	129	202	32	29	9	9	9	0	0	0	2	1	1	1	73	78	132	121	1	0	7	13	4	16	17	26	9	2	3	2	15	7	13	3	22	11	6	9	0	0	0	0	0	0	0	0	0	1	0	29	10	1	3	7	9	2	5	4	4	3
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__;g__;s__	1	0	3	0	0	0	0	0	1	1	0	0	2	1	1	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	4	3	0	5	2	3	2
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Aminiphilaceae;g__;s__	0	0	0	0	0	0	0	1	0	2	2	1	3	5	2	4	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	1	0	0	0	0	0	0
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Aminiphilaceae;g__Aminiphilus;s__	5	2	2	0	2	0	1	53	41	42	36	59	69	67	30	37	30	0	0	0	0	0	0	0	35	41	63	48	4	0	2	0	0	0	2	2	2	3	0	3	10	12	6	0	2	5	10	3	0	0	1	0	0	0	0	0	0	2	1	53	39	1	1	2	1	0	4	1	3	5
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Anaerobaculaceae;g__;s__	0	0	0	0	0	0	0	3	3	7	3	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Anaerobaculaceae;g__Anaerobaculum;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__;s__	0	1	0	0	0	0	0	17	11	7	7	14	17	22	50	16	23	0	0	0	0	0	0	1	1	1	2	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	34	24	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Aminobacterium;s__	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Dethiosulfovibrio;s__peptidovorans	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__HA73;s__	5	2	5	0	0	0	3	159	160	142	107	171	223	293	248	226	137	0	1	0	1	0	0	2	135	116	149	157	10	0	4	7	10	7	12	1	4	1	3	7	7	12	9	7	11	16	9	18	0	0	0	1	0	0	0	0	3	3	4	185	215	2	2	4	0	0	4	4	10	6
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Jonquetella;s__anthropi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__PD-UASB-13;s__	3	1	5	0	0	0	0	13	14	13	8	17	12	16	10	10	8	0	0	0	2	0	2	0	56	48	49	67	2	3	4	5	2	13	6	8	13	23	10	5	6	2	12	13	18	18	5	31	0	0	2	0	0	0	0	0	1	0	3	10	8	1	4	1	3	0	20	10	14	20
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Pyramidobacter;s__	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Pyramidobacter;s__piscolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__TG5;s__	1	4	1	0	0	0	0	0	0	0	2	2	4	4	3	2	1	0	1	1	0	0	0	0	2	3	0	1	0	4	6	6	12	13	4	8	1	0	0	3	4	8	7	0	3	6	8	1	0	0	0	0	0	0	0	0	2	0	1	1	1	2	0	0	4	0	2	2	3	1
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__;s__	1	1	2	0	0	0	1	0	3	0	1	2	5	0	1	1	1	0	0	0	0	0	0	1	0	4	0	0	5	5	3	2	2	1	1	15	0	1	13	2	3	4	4	0	14	10	0	8	7	0	0	0	0	0	0	0	6	2	1	1	2	0	1	5	2	0	2	2	3	6
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__CandidatusTammella;s__	0	1	1	0	1	1	0	1	0	1	0	1	0	3	2	0	2	0	0	1	0	0	0	0	0	0	1	1	14	5	3	0	4	13	5	2	1	1	1	2	0	10	0	3	3	6	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	2	3	0	3	5	1	1
Root;k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
