#SampleID	ERR1414209	ERR1414210	ERR1414211	ERR1414212	ERR1414213	ERR1414214	ERR1414215	ERR1414216	ERR1414217	ERR1414218	ERR1414219	ERR1414220	ERR1414221	ERR1414222	ERR1414223	ERR1414224	ERR1414225	ERR1414226	ERR1414227	ERR1414228	ERR1414229	ERR1414230	ERR1414231	ERR1414232	ERR1414233	ERR1414234	ERR1414235	ERR1414236	ERR1414237	ERR1414238	ERR1414239	ERR1414240	ERR1414241	ERR1414242	ERR1414243	ERR1414244	ERR1414245	ERR1414246	ERR1414247	ERR1414248	ERR1414249	ERR1414250	ERR1414251	ERR1414252	ERR1414253	ERR1414254	ERR1414255	ERR1414256	ERR1414257	ERR1414258	ERR1414259	ERR1414260	ERR1414261	ERR1414262	ERR1414263	ERR1414264	ERR1414265	ERR1414266	ERR1414267	ERR1414268	ERR1414269	ERR1414270	ERR1414271	ERR1414272	ERR1414273	ERR1414274	ERR1414275	ERR1414276	ERR1414277	ERR1414278
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	1	0	1	0	0	2
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__odoratimimus	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	6	0	0	0	1	0	2	0	3	0	0	0	0	7	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	1	2	3	0	0	2	1	1
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__	1	6	4	0	0	2	1	0	0	0	0	0	0	0	0	0	1	4	2	0	4	0	0	2	0	0	0	0	1	2	8	0	1	7	2	0	8	2	0	0	3	1	0	2	6	0	2	4	9	0	1	0	0	0	2	0	1	1	2	1	0	4	19	11	20	2	7	6	9	11
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	3	1	2	1	2	1
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__	8	7	12	1	1	1	3	0	0	1	0	1	2	0	5	0	1	3	3	3	4	2	3	3	0	0	1	1	2	9	2	3	3	8	4	2	0	16	0	1	1	2	1	4	4	6	6	0	0	13	0	0	0	6	2	0	3	0	6	0	0	15	20	12	30	4	9	16	10	15
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Sediminicola;s__	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Stenothermobacter;s__spongiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Sufflavibacter;s__maritimus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	1	5	1	2	0	0	2	4	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	1	4	1	0	2	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__maritimum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	1	2	1
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__	1	1	8	3	4	3	4	0	0	0	1	0	1	0	0	0	1	1	2	1	5	1	0	1	0	0	1	0	0	0	2	1	0	1	0	1	2	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	5	1	5	2	2	1	3	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zhouia;s__	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	6	2	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	1	4	0	4
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zhouia;s__amylolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__NS9;g__;s__	3	3	1	1	1	1	0	2	0	0	1	1	0	1	1	3	1	3	2	0	1	0	0	2	0	0	0	0	0	1	2	1	2	2	2	0	0	0	0	1	1	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	6	1	6	3	3	8
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__;s__	44	45	61	3	4	3	1	1	1	7	2	3	3	0	0	1	20	5	4	5	1	0	0	11	0	2	1	0	32	56	43	32	60	37	48	62	54	57	32	28	29	47	72	28	57	69	88	55	0	0	2	0	0	3	0	16	1	1	40	1	1	67	106	92	123	2	168	118	133	120
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium;s__	278	289	321	1	5	4	6	13	20	16	18	26	5	5	4	4	119	29	15	19	17	7	21	18	1	0	2	0	217	321	263	240	304	370	308	541	391	434	219	225	220	297	313	208	437	503	569	282	0	17	13	20	0	1	4	12	18	14	228	2	1	560	696	625	815	30	1076	878	1057	1000
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Cloacibacterium;s__	496	505	570	7	9	8	15	22	12	19	14	23	5	9	3	5	254	41	19	40	40	13	36	28	8	0	4	7	358	599	467	394	464	571	639	833	770	839	353	228	286	336	427	263	576	693	785	607	14	0	22	21	4	17	5	2	18	36	360	4	9	1165	1724	1250	1691	52	1970	1857	2094	2017
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Elizabethkingia;s__	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	1	0	0	0	0	6	1	6	2	6	6	5	2	10	1	17	8	1	1	1	2	4	5	18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	5	7	0	21	19	17	16
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Elizabethkingia;s__meningoseptica	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	2	1	2	4
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Ornithobacterium;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	3
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Riemerella;s__	16	19	17	0	0	1	0	1	1	0	2	1	0	0	0	0	7	0	1	0	1	0	2	1	0	0	1	0	9	22	11	14	13	23	17	36	21	33	13	16	13	15	16	15	20	35	27	32	0	0	3	0	3	0	1	2	1	1	9	0	0	30	49	43	52	2	60	58	73	79
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Wautersiella;s__	163	182	181	7	3	5	6	2	2	5	2	0	0	0	3	0	59	8	5	3	10	3	5	4	0	0	0	0	72	117	230	148	197	225	144	165	178	188	87	47	139	221	231	136	199	212	311	248	4	0	0	0	0	0	0	0	3	0	117	0	0	235	373	297	445	2	400	369	432	362
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Weeksella;s__	11	14	14	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	5	10	14	10	23	9	8	12	7	10	7	1	8	21	11	5	5	8	2	28	0	0	0	0	3	0	0	0	0	1	6	0	0	22	33	18	44	0	30	23	32	32
Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Weeksella;s__virosa	3	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	6	5	4	2	4	0	4	0	3	0	0	1	2	0	4	12	0	0	0	0	0	0	0	0	0	0	1	0	0	6	2	3	7	0	10	5	5	4
Root;k__Bacteria;p__Bacteroidetes;c__SB-5;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__SM1A07;o__;f__;g__;s__	1	1	2	0	3	1	3	0	0	1	0	1	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__;g__;s__	180	164	185	418	492	422	533	43	51	73	82	75	147	140	88	52	57	681	620	676	831	366	701	688	36	25	57	57	4	3	25	37	4	11	7	30	16	13	6	1	19	19	1	14	4	6	16	2	32	23	172	119	94	140	133	167	91	98	155	220	72	43	35	31	46	821	63	42	58	74
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__NS11-12;g__;s__	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__;s__	9	14	14	6	2	9	9	5	2	2	2	0	6	3	3	10	5	25	29	29	26	13	14	19	1	1	5	3	2	4	2	7	3	4	4	3	9	12	0	6	3	13	5	2	7	7	1	5	5	44	3	2	87	99	23	18	17	16	6	4	4	26	23	13	37	12	28	40	51	32
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__ximonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Olivibacter;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Olivibacter;s__sitiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Parapedobacter;s__	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	3	3	6	0	4	3	3	1
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__	2	6	5	1	3	4	4	2	1	2	1	0	0	0	1	0	3	6	2	5	0	2	4	2	2	0	0	0	0	0	5	6	0	1	1	0	7	1	0	0	6	5	2	5	2	10	0	2	0	14	3	3	15	10	2	1	0	4	1	0	0	9	4	5	20	5	6	6	6	6
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__saltans	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	2	0	1	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__terricola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea;s__canadensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	1	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	2	2	0	3	1	0	0	1	0	1	6	0	1	0	0	1	3	4	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	5	4	8	7	2	12	7	8	12
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__faecium	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__multivorum	1	1	3	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	4	0	1	1	1	1	0	4	3	0	2	3	3	0
Root;k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22;o__;f__;g__;s__	5	6	0	0	0	0	0	0	0	0	0	1	0	0	2	3	2	1	2	4	1	0	2	0	0	0	2	0	10	15	0	0	0	0	0	0	3	0	3	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	5	3	1	0	1	2	5	3
Root;k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__;s__	0	0	1	0	1	0	1	0	1	0	2	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__Rhodothermus;s__	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	4	0	0	0	3	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__Rubricoccus;s__	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Root;k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__Salinibacter;s__	1	0	0	0	0	0	0	8	7	12	5	10	3	1	5	2	2	0	0	0	0	0	0	0	2	3	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__[Balneolaceae];g__;s__	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__[Balneolaceae];g__Balneola;s__	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__[Balneolaceae];g__KSA1;s__	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__;f__;g__;s__	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__;g__;s__	205	213	198	346	374	298	502	14	12	9	10	19	13	13	10	3	9	289	248	258	339	124	226	231	1	0	9	3	4	0	10	12	9	3	2	2	0	0	0	3	8	7	2	0	0	0	1	0	0	0	22	19	7	1	23	52	62	43	113	15	15	11	13	9	28	324	17	22	21	17
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__;s__	396	329	318	690	815	746	1045	116	110	132	89	162	328	363	101	79	101	947	1118	1110	1242	1120	1828	1643	74	83	91	92	13	16	24	16	11	27	22	12	8	12	19	25	22	26	31	15	34	25	22	2	34	32	231	333	98	154	247	219	101	143	366	355	97	31	53	42	36	1862	86	51	75	79
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Chitinophaga;s__	3	1	2	0	4	3	7	0	0	0	1	0	1	1	1	0	0	5	2	4	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	2	7	0	0	0	1
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Chitinophaga;s__arvensicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Ferruginibacter;s__lapsinanis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Filimonas;s__lacunae	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavihumibacter;s__	2	0	0	0	0	2	0	2	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	3	1	0	0	0	2	1	1	0	0	0	0	0	1	2	1	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1	0	2	1	4	2
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavisolibacter;s__	13	14	12	25	29	41	42	6	2	4	2	10	8	10	2	4	6	34	49	67	53	44	73	52	3	3	3	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	6	15	7	0	1	18	10	6	7	9	21	4	0	1	2	2	51	4	1	1	2
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Lacibacter;s__cauensis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Niabella;s__	4	6	5	6	6	2	6	0	1	1	0	1	0	1	0	1	3	7	12	7	10	9	16	12	1	0	1	2	3	1	0	4	0	0	3	0	0	0	15	3	0	0	0	4	3	0	0	7	0	0	0	4	0	0	1	4	1	0	4	2	1	1	2	0	2	17	1	1	3	4
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Niastella;s__	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Parasegitibacter;s__luojiensis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Sediminibacterium;s__	15	20	18	41	47	37	61	2	8	6	3	9	16	17	6	1	3	95	72	108	133	61	98	107	5	5	5	9	2	0	2	0	2	1	0	3	1	0	2	5	3	2	1	3	3	3	0	0	64	145	23	42	69	96	19	25	15	20	18	19	3	9	7	10	7	104	6	5	7	4
