#SampleID	SRR2107176	SRR2107177	SRR2107178	SRR2107179	SRR2107180	SRR2107181	SRR2107182	SRR2107183	SRR2107184	SRR2107185	SRR2107210	SRR2107211	SRR2107212	SRR2107213	SRR2107215	SRR2107216	SRR2107218	SRR2107219
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Thermosinus;s__	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__dispar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__vadinHB04;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	10
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae];g__;s__	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae];g__Acidaminobacter;s__	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae];g__Fusibacter;s__	0	0	2	2	0	1	0	0	0	0	1	1	2	3	1	3	1	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__;s__	1	0	0	1	1	1	0	0	0	0	2	0	1	6	6	4	2	2
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Anaerovorax;s__	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__;s__	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__GW-34;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Gallicola;s__	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Parvimonas;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Sedimentibacter;s__	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Tepidimicrobium;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__WAL_1855D;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halanaerobiaceae;g__;s__	0	1	0	0	0	0	0	0	0	0	2	1	0	1	3	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Natranaerobiales;f__Anaerobrancaceae;g__;s__	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__D2;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
Root;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0
Root;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Root;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__p-1630-c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Root;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	9	8	5
Root;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__L7A_E11;s__	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0
Root;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__PSB-M-3;s__	0	0	0	0	0	0	0	0	0	0	1	1	2	3	6	5	15	14
Root;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RFN20;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Root;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium];s__biforme	0	0	0	0	0	0	0	0	0	0	0	0	2	3	8	10	6	3
Root;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium];s__cylindroides	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	2	0	1
Root;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium];s__dolichum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	13	20
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sebaldella;s__termitidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2
Root;k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus;s__moniliformis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
Root;k__Bacteria;p__GN02;c__3BR-5F;o__;f__;g__;s__	0	0	0	0	0	0	3	5	0	0	1	0	0	0	0	0	0	0
Root;k__Bacteria;p__GN02;c__BD1-5;o__;f__;g__;s__	1	0	0	0	0	0	3	2	0	0	0	1	3	3	48	41	11	3
Root;k__Bacteria;p__GN02;c__GKS2-174;o__;f__;g__;s__	0	0	1	2	7	9	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__GN04;c__GN15;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__;g__;s__	1	1	9	11	7	14	3	0	8	2	3	6	2	1	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemm-2;o__;f__;g__;s__	0	0	8	1	2	6	2	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__;f__;g__;s__	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__;g__;s__	0	0	1	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemm-6;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__;g__;s__	1	3	0	0	0	0	0	0	4	2	1	2	2	0	0	2	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290;f__;g__;s__	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__	0	0	0	0	0	0	0	0	37	25	4	4	0	5	0	0	0	1
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__KD8-87;f__;g__;s__	0	1	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0
Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL;f__;g__;s__	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__KSB3;c__;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Root;k__Bacteria;p__Kazan-3B-28;c__;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Root;k__Bacteria;p__Lentisphaerae;c__;o__;f__;g__;s__	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__NKB19;c__;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	1	3	5	0	0	0	0
Root;k__Bacteria;p__NKB19;c__TSBW08;o__;f__;g__;s__	0	0	0	0	0	2	1	1	0	0	5	7	5	8	7	15	5	4
Root;k__Bacteria;p__NKB19;c__noFP_H4;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__;s__	0	1	2	2	0	1	0	0	0	0	5	3	1	1	0	0	0	0
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__JG37-AG-70;s__	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__	10	10	9	5	6	9	1	2	0	0	82	98	8	9	0	0	0	0
Root;k__Bacteria;p__OC31;c__;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Root;k__Bacteria;p__OD1;c__;o__;f__;g__;s__	0	0	0	0	0	0	1	0	0	0	2	1	3	8	1	3	0	0
Root;k__Bacteria;p__OD1;c__ABY1;o__;f__;g__;s__	0	0	0	0	0	0	0	1	0	0	3	2	1	2	1	1	0	0
Root;k__Bacteria;p__OD1;c__SM2F11;o__;f__;g__;s__	0	0	0	0	18	18	1	1	22	13	3	11	1	1	0	0	0	0
Root;k__Bacteria;p__OD1;c__ZB2;o__;f__;g__;s__	0	0	23	26	8	3	6	8	1	0	0	3	7	13	23	19	2	2
Root;k__Bacteria;p__OP11;c__OP11-1;o__;f__;g__;s__	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0
Root;k__Bacteria;p__OP11;c__OP11-2;o__KD3-145;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Root;k__Bacteria;p__OP11;c__OP11-2;o__WCHB1-07;f__;g__;s__	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	6	1	1
Root;k__Bacteria;p__OP11;c__OP11-4;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	20	34	5	7	0	0	0	0
Root;k__Bacteria;p__OP11;c__WCHB1-64;o__;f__;g__;s__	0	0	0	0	0	0	0	1	0	0	1	5	0	0	0	0	0	0
Root;k__Bacteria;p__OP11;c__WCHB1-64;o__d153;f__;g__;s__	1	0	1	0	5	10	0	1	0	0	7	5	1	0	0	0	0	0
Root;k__Bacteria;p__OP1;c__MSBL6;o__;f__;g__;s__	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__OP3;c__BD4-9;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1
Root;k__Bacteria;p__OP3;c__PBS-25;o__;f__;g__;s__	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__OP3;c__koll11;o__GIF10;f__kpj58rc;g__;s__	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Root;k__Bacteria;p__OP8;c__;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
Root;k__Bacteria;p__OP8;c__OP8_1;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
Root;k__Bacteria;p__OP8;c__OP8_1;o__OPB95;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__OP9;c__JS1;o__BA021;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Root;k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5;o__;f__;g__;s__	0	0	0	0	0	0	2	4	9	4	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__	0	0	0	0	0	0	14	14	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__BD7-11;o__;f__;g__;s__	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__C6;o__MVS-107;f__;g__;s__	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__C6;o__d113;f__;g__;s__	0	0	0	0	0	3	1	2	2	1	1	2	2	2	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15;f__;g__;s__	0	0	2	3	0	0	44	36	78	45	6	7	3	4	1	1	0	0
Root;k__Bacteria;p__Planctomycetes;c__OM190;o__agg27;f__;g__;s__	0	0	0	0	2	3	9	11	1	1	8	2	3	2	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CCM11a;f__;g__;s__	0	0	0	0	0	0	3	5	0	0	0	4	1	0	1	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MSBL9;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	2	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__;g__;s__	28	32	71	77	3	4	3	5	2	0	7	11	40	59	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__	0	0	7	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1;f__;g__;s__	0	0	0	0	2	9	1	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70;f__;g__;s__	0	0	0	0	8	6	0	0	0	0	1	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__;g__;s__	1	1	6	10	1	2	0	0	0	0	3	3	1	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__mle1-8;f__;g__;s__	0	0	0	0	16	17	0	0	0	0	0	1	1	4	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Pla4;o__;f__;g__;s__	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__B97;f__;g__;s__	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__	2	4	50	47	21	14	2	2	2	4	23	18	3	2	1	1	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__	0	0	13	14	3	3	0	0	0	0	30	31	3	8	1	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__;s__	0	1	1	0	0	0	1	0	2	0	4	2	1	1	0	1	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae;g__Nostocoida;s__limicola	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__	7	4	71	66	91	175	18	11	12	5	40	49	3	14	1	4	0	2
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__A17;s__	1	1	1	3	0	0	0	0	5	3	5	8	0	0	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula;s__	0	0	2	1	1	0	1	0	0	0	5	7	1	4	0	0	0	0
Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__	8	3	14	13	29	36	16	20	2	1	36	35	14	35	3	6	1	3
Root;k__Bacteria;p__Planctomycetes;c__vadinHA49;o__PeHg47;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__	2	0	1	0	1	0	0	0	0	1	2	1	1	0	1	1	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	24	19	13	19	16	31	10	17	16	9	38	28	76	96	21	23	15	17
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__;g__;s__	0	0	2	2	1	1	1	1	1	0	1	3	5	5	35	23	14	25
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__;g__;s__	2	2	1	2	0	0	2	3	7	2	0	1	0	1	4	1	0	3
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	4	7	6	4	0	0	1	4	29	10	21	16	24	31	35	34	12	8
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Arthrospira;s__	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__diminuta	1	0	1	0	0	0	0	0	4	2	1	0	1	5	2	0	1	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__poindexterae	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__	0	0	0	1	0	0	0	0	4	3	0	0	3	2	8	1	3	4
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__henricii	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Mycoplana;s__	5	5	0	1	0	0	0	0	16	9	1	4	12	21	3	0	1	3
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	5	3	20	44	0	0	0	1	8	4	2	6	8	15	22	31	13	13
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329;f__;g__;s__	4	2	0	0	0	1	0	0	0	2	1	3	0	1	2	0	1	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__;g__;s__	0	1	2	0	1	0	8	10	5	6	24	40	39	38	0	0	0	1
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__;s__	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Thalassospira;s__	5	4	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kordiimonadales;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	152	165	14	15	21	37	46	66	60	42	55	46	73	101	171	177	159	123
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__;s__	16	15	1	0	0	2	8	9	4	1	0	1	2	2	3	2	3	2
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__Aurantimonas;s__	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__Fulvimarina;s__	0	2	0	0	1	0	0	2	2	1	0	0	0	0	0	1	0	1
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__Martelella;s__	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bartonellaceae;g__;s__	4	2	0	0	0	1	2	1	0	1	0	0	0	0	1	1	1	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bartonellaceae;g__Bartonella;s__	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__	71	80	7	2	2	1	6	6	8	3	16	14	15	21	41	54	29	18
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Beijerinckia;s__	1	1	0	1	0	1	1	0	0	1	0	0	1	3	12	16	3	1
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Chelatococcus;s__asaccharovorans	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__;s__	68	74	1	0	0	2	2	0	1	1	12	11	1	3	7	11	2	2
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Afipia;s__	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Afipia;s__felis	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Balneimonas;s__	5	7	0	0	0	1	0	0	0	0	1	0	4	3	3	5	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bosea;s__genosp.	10	8	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__	97	139	0	0	0	1	1	2	0	0	8	10	4	6	4	3	1	1
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__elkanii	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Nitrobacter;s__	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Pseudomonas;s__carboxydohydrogena	23	31	0	0	0	0	0	0	0	0	2	4	2	1	2	1	1	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__;s__	2	2	0	1	0	0	1	1	3	0	0	0	0	0	0	0	1	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum;s__	1	1	0	0	1	0	3	1	0	1	0	1	1	0	2	1	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum;s__gallinifaecis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Paenochrobactrum;s__glaciei	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Pseudochrobactrum;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__;s__	95	88	9	8	25	21	5	11	2	1	18	23	11	18	5	7	7	7
Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__	8	12	0	2	2	4	6	7	7	3	7	14	1	3	12	11	16	6
