sample_id,sample_name,biosample,sample_description,latitude,longitude,geolocation,biome,biome_feature,biome_material,assembly_run_ids
SRS785545,AK-R06,SAMN03074211,Metagenome of activated biomass of a common effluent treatment plant treating industrial wastewater,21.15,79.09,India:Nagpur,Common Effluent Treatment Plant,Wastewater,Activated sludge,ERZ795017
