Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Family_Genus,ERR2985255,ERR2985256,ERR2985257,ERR2985258,ERR2985259,ERR2985260,ERR2985261,ERR2985262,ERR2985263,ERR2985264,ERR2985265,ERR2985266,ERR2985267,ERR2985268,ERR2985269,ERR2985270,ERR2985271,ERR2985272,ERR2985273,ERR2985274,ERR2985275,ERR2985276,ERR2985277,ERR2985278
Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Noca_Nocardia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Noca_Rhodococcus,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Smaragdicoccus,Noca_Smaragdicoccus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Frankiales,Cryptosporangiaceae,Fodinicola,Cryp_Fodinicola,54.0,77.0,13.0,24.0,12.0,12.0,23.0,65.0,51.0,11.0,11.0,51.0,9.0,51.0,3.0,11.0,24.0,0.0,0.0,14.0,0.0,22.0,7.0,1.0
Bacteria,,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,Fran_Jatrophihabitans,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Pseudokineococcus,Kine_Pseudokineococcus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Bogoriellaceae,Bogoriella,Bogo_Bogoriella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Demequina,Deme_Demequina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Dermabacter,Derm_Dermabacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinicoccus,Intr_Ornithinicoccus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,Intr_Ornithinimicrobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,Intr_Tetrasphaera,0.0,4.0,2.0,3.0,1.0,4.0,11.0,8.0,12.0,3.0,3.0,17.0,144.0,1.0,9.0,4.0,4.0,3.0,4.0,215.0,40.0,9.0,9.0,51.0
Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,Micr_Agromyces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Cryobacterium,Micr_Cryobacterium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,Micr_Leucobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0
Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Micr_Microbacterium,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,6.0,0.0,0.0,6.0
Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Micr_Arthrobacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Bacteria,,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,Micr_Rothia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bacteria,,Actinobacteria,Actinobacteria,Nakamurellales,Nakamurellaceae,Nakamurella,Naka_Nakamurella,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Noca_Aeromicrobium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,Noca_Marmoricola,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Noca_Nocardioides,4.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Propionicicella,Noca_Propionicicella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Aestuariimicrobium,Prop_Aestuariimicrobium,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0
Bacteria,,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Brooklawnia,Prop_Brooklawnia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bacteria,,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Prop_Cutibacterium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,Prop_Propioniciclava,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0
Bacteria,,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Prop_Tessaracoccus,1.0,3.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,71.0,3.0,2.0,53.0
Bacteria,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,Pseu_Actinophytocola,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Pseu_Amycolatopsis,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Stre_Streptomyces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atop_Atopobium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Bacteria,,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Libanicoccus,Atop_Libanicoccus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Atop_Olsenella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Cori_Collinsella,15.0,14.0,2.0,12.0,1.0,10.0,5.0,7.0,8.0,0.0,10.0,4.0,4.0,12.0,3.0,1.0,10.0,28.0,23.0,8.0,2.0,7.0,2.0,3.0
Bacteria,,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Enorma,Cori_Enorma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Bacteria,,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia,Cori_Senegalimassilia,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
Bacteria,,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Egge_Eggerthella,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,10.0,13.0,1.0,1.0,2.0,5.0,1.0
Bacteria,,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Enterorhabdus,Egge_Enterorhabdus,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
Bacteria,,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Phoenicibacter,Egge_Phoenicibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Egge_Slackia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Rubr_Rubrobacter,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Cone_Conexibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bact_Bacteroides,116.0,74.0,28.0,76.0,48.0,75.0,36.0,72.0,35.0,46.0,56.0,36.0,10.0,127.0,70.0,19.0,81.0,390.0,363.0,20.0,25.0,35.0,80.0,25.0
Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barn_Barnesiella,3.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,16.0,10.0,1.0,1.0,4.0,0.0,0.0
Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Barn_Coprobacter,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Dysgonomonas,Dysg_Dysgonomonas,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Proteiniphilum,Dysg_Proteiniphilum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Odor_Butyricimonas,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0
Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Culturomica,Odor_Culturomica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odor_Odoribacter,3.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,4.0,1.0
Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Palu_Paludibacter,2.0,7.0,4.0,6.0,0.0,0.0,9.0,4.0,1.0,2.0,0.0,0.0,4.0,10.0,4.0,3.0,7.0,61.0,62.0,5.0,12.0,12.0,4.0,14.0
Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Macellibacteroides,Porp_Macellibacteroides,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0
Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Petrimonas,Porp_Petrimonas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porp_Porphyromonas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Prev_Alloprevotella,0.0,1.0,2.0,0.0,2.0,1.0,2.0,7.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,5.0,1.0,1.0,1.0,2.0,0.0
