kingdom,phylum,ERZ795075
Bacteria,Acidobacteria,8
Bacteria,Actinobacteria,9
Bacteria,Bacteroidetes,27
Bacteria,Chlorobi,1
Bacteria,Chloroflexi,8
Bacteria,Cyanobacteria,3
Bacteria,Firmicutes,8
Bacteria,Fusobacteria,2
Bacteria,Gemmatimonadetes,4
Bacteria,Ignavibacteriae,7
Bacteria,Nitrospirae,1
Bacteria,Planctomycetes,7
Bacteria,Proteobacteria,73
Bacteria,Verrucomicrobia,7
Eukaryota,Euglenida,2
Eukaryota,Rotifera,3
