Kingdom,Phylum,Class,Order,Family,Genus,Species,ERR770579,ERR770580,ERR770581,ERR770582,ERR770583,ERR770584
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,,0,0,0,5,0,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,,0,0,0,0,0,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,,0,0,0,2,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,0,0,0,7,0,3
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,,0,0,4,100,100,76
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,,0,2,4,123,109,95
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,,0,0,0,0,1,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Wautersiella,,0,0,0,20,22,31
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Weeksella,virosa,0,0,0,2,0,0
Bacteria,Bacteroidetes,Rhodothermi,Rhodothermales,Balneolaceae,Balneola,,0,0,0,1,1,1
Bacteria,Bacteroidetes,Rhodothermi,Rhodothermales,Rhodothermaceae,Rhodothermus,,0,0,0,1,0,0
Bacteria,Bacteroidetes,Rhodothermi,Rhodothermales,Rhodothermaceae,Rubricoccus,,0,0,0,8,11,4
Bacteria,Bacteroidetes,Rhodothermi,Rhodothermales,Rhodothermaceae,Salinibacter,,0,0,0,1,1,0
Bacteria,Bacteroidetes,Rhodothermi,Rhodothermales,Rhodothermaceae,Salisaeta,,0,0,0,0,0,1
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Chitinophaga,,0,0,0,32,39,37
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavihumibacter,,0,0,1,2,1,0
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavisolibacter,,0,0,0,40,29,26
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Niabella,,0,0,0,35,39,29
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Niastella,,0,0,0,6,2,3
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Sediminibacterium,,0,0,0,91,72,69
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Segetibacter,,0,0,0,48,46,75
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Haliscomenobacter,,0,2,5,127,126,129
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Lewinella,cohaerensnigricanspersicus,0,0,0,10,3,5
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Portibacter,lacus,0,0,0,0,1,0
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Rubidimonas,crustatorum,0,0,0,0,0,1
Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Saprospira,,0,0,0,33,38,30
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter,,0,0,0,1,0,0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,terricola,0,0,0,11,8,8
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,faeciummizutaiimultivorum,1,0,0,3,6,3
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Criblamydiaceae,Criblamydia,sequanensis,0,0,0,1,0,0
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Criblamydiaceae,Estrella,lausannensis,0,0,0,2,0,3
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,acanthamoebae,0,0,0,6,5,4
Bacteria,Chlorobi,Chlorobia,Chloroherpetales,Chloroherpetaceae,Chloroherpeton,,0,0,0,1,3,0
Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,,0,0,0,6,8,10
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Anaerolinea,thermolimosathermophila,1,0,0,53,66,58
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Bellilinea,,0,0,0,1,4,4
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Levilinea,saccharolytica,0,0,0,0,1,0
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Longilinea,,0,0,0,0,2,0
Bacteria,Chloroflexi,Anaerolineae,Ardenscatenales,Ardenscatenaceae,Ardenscatena,,0,0,0,19,13,13
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Caldilinea,,4,2,18,3733,3560,3287
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,aerophila,0,0,0,12,12,12
Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,Chloroflexaceae,Chloronema,,0,0,0,0,4,5
Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,Oscillochloridaceae,Oscillochloris,,0,0,0,1,1,1
Bacteria,Chloroflexi,Chloroflexi,Roseiflexales,Kouleothrixaceae,Kouleothrix,,0,0,0,4,5,6
Bacteria,Chloroflexi,Chloroflexi,Roseiflexales,Roseiflexaceae,Roseiflexus,,0,0,0,3,5,10
Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,Thermogemmatispora,,0,0,0,1,0,0
Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,Chlamydomonadaceae,Chlamydomonas,moewusii,0,0,0,0,0,1
Bacteria,Cyanobacteria,Gloeobacterophycideae,Gloeobacterales,Gloeobacteraceae,Gloeobacter,,0,0,0,1,2,2
Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,Cylindrospermopsis,raciborskii,0,0,0,0,1,0
Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,Nodularia,sphaerocarpa,0,0,0,1,0,0
Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,Nostoc,,0,0,0,1,0,0
Bacteria,Cyanobacteria,Nostocophycideae,Nostocales,Nostocaceae,Stigonema,ocellatum,0,0,0,1,2,2
Bacteria,Cyanobacteria,Nostocophycideae,Stigonematales,Rivulariaceae,Calothrix,,0,0,0,2,1,5
Bacteria,Cyanobacteria,Nostocophycideae,Stigonematales,Rivulariaceae,Rivularia,,0,0,0,30,34,34
Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Gomphosphaeriaceae,Snowella,,0,0,0,1,0,1
Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,Chroococcidiopsis,polansiana,0,0,0,2,3,3
Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,Pleurocapsa,concharum,0,0,0,0,1,0
Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Microcoleus,,0,0,0,2,1,0
Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Oscillatoria,margaritifera,0,0,0,1,0,0
Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Phormidium,animalemurrayii,0,0,0,10,9,6
Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Planktothricoides,,0,0,0,0,2,0
Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Planktothrix,,0,0,0,4,1,3
Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Symploca,,0,0,0,1,0,1
Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Halomicronema,,0,0,0,1,1,0
Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Leptolyngbya,,0,0,0,15,14,9
Bacteria,Cyanobacteria,Synechococcophycideae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,,0,0,0,2,0,4
Bacteria,Cyanobacteria,Synechococcophycideae,Synechococcales,Acaryochloridaceae,Acaryochloris,,0,0,0,0,0,1
Bacteria,Cyanobacteria,Synechococcophycideae,Synechococcales,Synechococcaceae,Synechococcus,,0,0,0,2,1,0
Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,,0,0,0,1,1,0
Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,succinogenes,0,0,1,3,4,1
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,pomorum,0,0,0,5,4,0
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalibacillus,,0,0,0,0,1,0
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,,0,0,0,1,0,0
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,kestanbolensis,0,0,0,2,0,1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cereuscoahuilensisforaminisginsengihumimuralis,0,0,2,91,73,77
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,,0,0,0,1,0,1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus,,0,0,0,0,1,0
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Marinibacillus,,0,0,0,0,1,0
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Natribacillus,halophilus,0,0,0,2,1,2
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,scapharcae,0,0,0,0,3,3
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,,0,0,0,1,1,0
Bacteria,Firmicutes,Bacilli,Bacillales,Exiguobacteraceae,Exiguobacterium,,0,0,0,13,6,6
Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,,0,0,0,3,3,1
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,,0,0,0,5,8,4
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,laterosporusreuszeri,0,0,0,7,3,5
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,,0,0,0,1,1,0
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,stellifer,0,0,0,19,15,10
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,,0,0,0,9,7,10
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,maitriensis,0,0,0,0,1,0
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,,0,0,0,6,6,2
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,,0,0,0,0,2,2
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,ginsengi,0,0,0,23,21,14
Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,,0,0,0,78,79,58
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,,0,0,0,0,0,3
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,caseolyticus,0,0,0,1,3,0
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,,0,0,0,4,3,3
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,aureusepidermidisequorumlugdunensissciurisuccinus,0,0,0,45,29,36
Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,,0,0,0,0,0,1
Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Gemella,,0,0,0,1,1,2
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,,0,0,0,1,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,,0,0,0,8,10,5
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alkalibacterium,iburiense,0,0,0,0,1,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,0,0,0,47,37,36
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aero_Granulicatella,balaenopterae,0,0,0,0,1,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,viridans,0,1,1,269,236,218
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Desemzia,,0,0,0,0,2,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carn_Granulicatella,,0,0,1,71,99,76
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Isobaculum,melis,0,0,0,1,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,,14,18,41,2195,2093,1961
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,casseliflavuscecorumhaemoperoxidus,0,0,2,414,376,353
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,,0,0,3,365,313,273
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,brevisdelbrueckiiinersmanihotivoransmucosaeparalimentariusplantarumreuteriruminissalivariusvaginaliszeae,0,0,4,327,316,260
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,acidilactici,0,0,0,2,1,1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Fructobacillus,,0,0,0,1,0,1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,,0,1,0,10,14,9
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,cibaria,0,0,0,3,1,1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,garvieae,2,1,1,508,500,430
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiaeanginosusinfantisluteciaeminorsobrinus,6,6,23,1208,1074,930
Bacteria,Firmicutes,Bacilli,Turicibacterales,Turicibacteraceae,Turicibacter,,1,0,4,166,142,143
Bacteria,Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,Acidaminobacter,,0,0,0,0,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,Fusibacter,,1,0,0,11,14,14
Bacteria,Firmicutes,Clostridia,Clostridiales,Caldicoprobacteraceae,Caldicoprobacter,,0,0,0,12,15,7
Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,,0,0,0,0,1,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,transvaalensis,0,0,0,3,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloramator,,0,0,0,8,7,3
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clos_Clostridium,acetobutylicumbutyricumcelatumgasigeneshiranonisintestinaleneonataleperfringenstyrobutyricum,6,7,18,493,451,369
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Oxobacter,,0,0,0,2,2,5
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Proteiniclasticum,,0,0,0,102,78,76
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Sarcina,,0,0,0,12,8,10
Bacteria,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,Dehalobacterium,,0,0,0,4,1,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,,0,0,1,32,23,29
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,,0,0,0,0,1,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Garciella,,0,0,0,2,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Gracilibacter,,0,0,0,6,1,5
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,,0,0,1,47,46,41
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,obeumproducta,0,0,10,1000,932,817
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,,0,0,0,12,16,22
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lach_Clostridium,fimetariumpiliforme,0,0,0,0,1,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,catuseutactus,0,3,5,458,399,336
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,formicigenerans,0,0,0,270,256,192
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,,0,0,0,5,5,3
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia,stercorisuis,0,0,0,4,2,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,,0,0,0,3,9,5
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,pectinoschiza,0,0,0,130,127,97
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella,,0,0,0,2,3,3
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,,0,0,0,1,1,3
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,,0,0,0,0,1,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,faecis,0,0,0,44,54,37
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lach_Ruminococcus,gnavustorques,0,0,4,428,371,331
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,,0,0,1,8,8,3
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,sucromutans,0,0,0,4,2,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,Anaerovorax,,1,0,0,4,4,5
Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,Mogibacterium,,0,0,0,9,15,11
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacter,,0,0,0,1,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,meridiei,0,0,0,3,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,,0,0,0,2,0,2
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfurispora,,0,0,0,0,0,2
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Pelotomaculum,,0,0,0,2,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,,0,0,0,9,5,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Sporotomaculum,,0,0,0,0,2,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Pept_Clostridium,metallolevansruminantiumsticklandiidifficile,0,0,0,41,35,27
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,,0,0,0,3,0,3
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Tepidibacter,,0,0,0,0,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerofilum,,0,0,0,1,1,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,,0,0,0,1,2,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Rumi_Clostridium,hungateiislandicum,0,0,0,3,2,2
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,,0,0,0,6,8,6
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii,2,2,1,305,337,252
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,,0,0,1,85,91,69
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Rumi_Ruminococcus,bromiiflavefaciens,4,2,6,1442,1357,1165
Bacteria,Firmicutes,Clostridia,Clostridiales,Symbiobacteriaceae,Symbiobacterium,,0,0,0,0,1,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,,0,0,0,19,15,10
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Anaerococcus,,0,0,0,2,1,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Dethiosulfatibacter,,0,0,0,0,1,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Finegoldia,,0,0,0,1,1,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Gallicola,,0,0,1,58,54,43
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Parvimonas,,0,0,0,3,8,6
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Peptoniphilus,,0,0,0,2,2,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Sedimentibacter,,0,0,0,4,8,4
Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Tepidimicrobium,,0,0,0,26,14,13
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Acidaminococcus,,0,0,0,3,9,5
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Anaeromusa,,0,0,0,2,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Anaerovibrio,,0,0,0,2,1,2
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,,1,1,3,44,44,55
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megamonas,,0,0,1,12,6,6
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megasphaera,,0,0,1,21,21,26
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Mitsuokella,multacida,0,0,0,21,15,13
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Pectinatus,,0,0,0,2,1,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Pelosinus,,0,0,0,6,10,10
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Phascolarctobacterium,,0,0,0,19,11,13
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Propionispira,arboris,0,0,0,1,1,2
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Propionispora,,0,0,0,1,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas,,0,0,0,2,4,2
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Sporomusa,,0,0,0,0,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Succiniclasticum,,0,0,0,3,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Succinispira,mobilis,0,0,1,2,3,4
Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,disparparvula,1,0,2,38,33,26
Bacteria,Firmicutes,Clostridia,Natranaerobiales,Anaerobrancaceae,Dethiobacter,,0,0,0,16,13,13
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Caldicellulosiruptoraceae,Caldicellulosiruptor,saccharolyticus,0,0,0,0,3,1
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium,,0,0,0,2,0,0
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Coprothermobacter,,0,1,6,68,53,47
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,,0,0,0,11,3,6
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,p-1630-c5,0,0,0,17,19,12
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,,0,3,1,92,87,73
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erys_Clostridium,cocleatumsaccharogumia,0,0,1,0,1,3
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,cateniformis,0,0,0,16,7,10
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,,0,0,0,4,5,5
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Eubacterium,biformecylindroidesdolichum,0,0,2,256,220,205
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Holdemania,,0,0,0,3,1,3
Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Sharpea,,0,0,0,9,4,7
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,0,0,0,11,7,4
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,,0,1,2,140,105,93
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,termitidis,0,0,0,6,5,3
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,moniliformis,1,0,0,1,0,1
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,,1,0,3,187,200,159
Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,vadensis,0,0,0,1,0,0
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,calida,17,7,38,11832,10722,9936
Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,obscuriglobus,0,1,4,245,231,218
Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Isosphaera,,0,0,0,1,0,1
Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Nostocoida,limicolalimicolaIII,0,0,0,6,6,2
Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Singulisphaera,,0,0,0,2,1,0
Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,,1,0,1,103,89,94
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,,2,0,4,1786,1592,1453
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Arthrospira,,0,0,0,0,1,1
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,,0,0,0,0,0,2
