#SampleID	ERR2808645	ERR2808646	ERR2808647	ERR2808648	ERR2808649	ERR2808650	ERR2808651	ERR2808652	ERR2808653	ERR2808654	ERR2808655	ERR2808656	ERR2808657	ERR2808658	ERR2808659	ERR2808660	ERR2808661	ERR2808662	ERR2808663	ERR2808664	ERR2808665	ERR2808666	ERR2808667	ERR2808668
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga	0	0	0	0	0	0	0	2.0	0	1.0	0	2.0	0	3.0	0	0	0	0	0	0	0	2.0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium	2.0	0	1.0	1.0	2.0	0	1.0	2.0	3.0	26.0	2.0	2.0	2.0	4.0	6.0	1.0	0	8.0	0	3.0	0	7.0	5.0	36.0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium;s__Chryseobacterium_yonginense	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cloacibacterium	1.0	0	1.0	0	1.0	0	0	0	0	14.0	0	0	0	0	1.0	0	0	0	0	1.0	0	3.0	0	11.0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	278.0	120.0	288.0	291.0	235.0	270.0	113.0	125.0	424.0	306.0	175.0	114.0	179.0	103.0	308.0	129.0	107.0	117.0	99.0	250.0	103.0	342.0	453.0	346.0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_aciduliphilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_antarcticum	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_columnare	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_glaciei	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_psychrophilum	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_sp._SaMRH12	0	1.0	0	2.0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	3.0	0	0	1.0	0	1.0	1.0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mariniflexile	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Moheibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pseudofulvibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Weeksella	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria	0	2.0	0	0	0	0	0	0	0	0	1.0	1.0	3.0	0	0	0	3.0	1.0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales	0	20.0	1.0	26.0	9.0	31.0	24.0	26.0	16.0	3.0	17.0	28.0	21.0	27.0	0	24.0	18.0	26.0	14.0	7.0	15.0	1.0	26.0	4.0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae	0	0	0	0	0	1.0	0	1.0	1.0	0	0	1.0	0	0	0	0	1.0	0	0	0	1.0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae;g__Haliscomenobacter	0	15.0	0	26.0	2.0	24.0	16.0	7.0	16.0	1.0	11.0	16.0	16.0	6.0	0	9.0	12.0	14.0	11.0	4.0	10.0	3.0	5.0	3.0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae;g__Phaeodactylibacter	0	16.0	0	3.0	6.0	1.0	2.0	7.0	0	0	14.0	6.0	18.0	9.0	0	8.0	14.0	6.0	1.0	4.0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae;g__Portibacter	0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	0	1.0	0	1.0	0	1.0	0	0	1.0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae	0	1.0	0	1.0	0	0	8.0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Lewinella	0	5.0	0	3.0	0	3.0	52.0	16.0	0	0	3.0	11.0	2.0	11.0	0	66.0	2.0	9.0	0	1.0	0	0	0	1.0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae	207.0	616.0	169.0	410.0	363.0	379.0	299.0	940.0	255.0	196.0	735.0	518.0	767.0	842.0	197.0	334.0	541.0	580.0	387.0	407.0	418.0	224.0	273.0	211.0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Aureispira	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__Rubidimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	3.0	0	1.0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia	5.0	0	4.0	5.0	4.0	6.0	0	7.0	2.0	0	2.0	2.0	2.0	6.0	5.0	1.0	2.0	1.0	3.0	5.0	1.0	2.0	6.0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	165.0	145.0	144.0	311.0	235.0	295.0	167.0	224.0	396.0	91.0	181.0	214.0	187.0	222.0	161.0	193.0	125.0	230.0	115.0	261.0	127.0	181.0	416.0	108.0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	3.0	1.0	2.0	3.0	5.0	4.0	1.0	1.0	3.0	0	0	1.0	1.0	0	8.0	6.0	0	3.0	1.0	4.0	0	14.0	3.0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	1.0	1.0	0	3.0	2.0	3.0	0	0	0	0	0	0	2.0	0	5.0	1.0	2.0	0	0	1.0	1.0	2.0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea	0	0	1.0	9.0	0	4.0	10.0	0	0	0	0	1.0	0	0	0	8.0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium	0	0	0	0	0	0	0	1.0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Balneolaeota;c__Balneolia;o__Balneolales;f__Balneolaceae	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Caldiserica;c__Caldisericia;o__Caldisericales	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Calditrichaeota	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Calditrichaeota;c__;o__;f__;g__Calorithrix	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Calditrichaeota;c__Calditrichae;o__Calditrichales;f__Calditrichaceae	0	0	0	1.0	0	1.0	0	1.0	0	0	0	1.0	0	3.0	2.0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Abawacabacteria	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	5.0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Abawacabacteria;c__;o__;f__;g__;s__Candidatus_Abawacabacteria_bacterium_RBG_16_42_10	0	0	0	0	1.0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Adlerbacteria	0	2.0	0	2.0	0	0	0	2.0	0	0	2.0	0	6.0	1.0	0	0	1.0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Amesbacteria	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Azambacteria	0	0	0	2.0	0	3.0	0	1.0	0	0	1.0	1.0	3.0	0	0	0	1.0	0	0	2.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Berkelbacteria	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Campbellbacteria	0	8.0	0	5.0	3.0	7.0	0	5.0	5.0	1.0	10.0	0	9.0	7.0	0	0	6.0	0	1.0	4.0	0	0	8.0	0
sk__Bacteria;k__;p__Candidatus_Chisholmbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Cloacimonetes	0	0	2.0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Cloacimonetes;c__;o__;f__;g__Candidatus_Cloacimonas	0	0	0	1.0	0	1.0	0	0	0	0	3.0	1.0	1.0	0	0	0	0	1.0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Candidatus_Collierbacteria	0	5.0	0	1.0	3.0	2.0	1.0	11.0	1.0	1.0	6.0	1.0	7.0	10.0	0	1.0	4.0	2.0	0	5.0	0	0	1.0	1.0
sk__Bacteria;k__;p__Candidatus_Curtissbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Falkowbacteria	0	1.0	0	0	0	0	1.0	2.0	0	0	3.0	2.0	4.0	2.0	0	1.0	1.0	2.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Fermentibacteria	0	0	0	0	0	0	0	0	0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Giovannonibacteria	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Gottesmanbacteria	0	5.0	0	0	0	0	0	1.0	0	0	9.0	0	8.0	1.0	0	0	3.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Gottesmanbacteria;c__;o__;f__;g__;s__Candidatus_Gottesmanbacteria_bacterium_RIFOXYB1_FULL_47_11	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Gracilibacteria	1.0	3.0	0	4.0	1.0	1.0	1.0	1.0	0	3.0	4.0	2.0	0	1.0	2.0	0	0	1.0	1.0	1.0	0	2.0	0	2.0
sk__Bacteria;k__;p__Candidatus_Kaiserbacteria	5.0	57.0	2.0	47.0	52.0	51.0	30.0	21.0	35.0	2.0	81.0	16.0	81.0	20.0	10.0	28.0	48.0	21.0	7.0	48.0	6.0	9.0	32.0	1.0
sk__Bacteria;k__;p__Candidatus_Kerfeldbacteria	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Komeilibacteria	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Levybacteria	0	1.0	0	0	0	0	0	0	2.0	1.0	4.0	0	4.0	0	0	1.0	0	0	2.0	0	2.0	0	1.0	0
sk__Bacteria;k__;p__Candidatus_Lloydbacteria	1.0	6.0	2.0	1.0	1.0	2.0	1.0	4.0	10.0	0	2.0	1.0	5.0	6.0	0	3.0	6.0	0	0	2.0	2.0	0	6.0	0
sk__Bacteria;k__;p__Candidatus_Lloydbacteria;c__;o__;f__;g__;s__Candidatus_Lloydbacteria_bacterium_RIFCSPHIGHO2_02_FULL_50_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Candidatus_Lloydbacteria;c__;o__;f__;g__;s__Candidatus_Lloydbacteria_bacterium_RIFOXYC12_FULL_46_25	1.0	0	0	3.0	0	0	4.0	0	1.0	0	3.0	0	2.0	0	0	0	0	0	2.0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Magasanikbacteria	0	9.0	0	3.0	4.0	4.0	4.0	11.0	2.0	1.0	10.0	1.0	10.0	6.0	4.0	6.0	7.0	1.0	0	6.0	2.0	5.0	1.0	1.0
sk__Bacteria;k__;p__Candidatus_Magasanikbacteria;c__;o__;f__;g__;s__Candidatus_Magasanikbacteria_bacterium_RIFOXYD1_FULL_40_23	0	0	0	0	0	1.0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Melainabacteria	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Melainabacteria;c__;o__Candidatus_Obscuribacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Melainabacteria;c__;o__Candidatus_Obscuribacterales;f__;g__Candidatus_Obscuribacter;s__Candidatus_Obscuribacter_phosphatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
sk__Bacteria;k__;p__Candidatus_Microgenomates	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Moranbacteria	0	26.0	0	2.0	7.0	1.0	0	10.0	0	2.0	28.0	2.0	31.0	7.0	0	0	17.0	1.0	2.0	9.0	2.0	0	3.0	3.0
sk__Bacteria;k__;p__Candidatus_Nomurabacteria	21.0	60.0	21.0	51.0	76.0	31.0	7.0	94.0	39.0	7.0	86.0	23.0	93.0	80.0	5.0	7.0	63.0	36.0	13.0	87.0	15.0	3.0	40.0	10.0
sk__Bacteria;k__;p__Candidatus_Nomurabacteria;c__;o__;f__;g__;s__Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_02_FULL_38_15	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	2.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Nomurabacteria;c__;o__;f__;g__;s__Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_02_FULL_42_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Nomurabacteria;c__;o__;f__;g__;s__Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_36_10b	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Omnitrophica	0	2.0	0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Omnitrophica;c__;o__;f__;g__;s__Omnitrophica_bacterium_OLB16	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Omnitrophica;c__;o__;f__;g__Candidatus_Omnitrophus	0	13.0	0	1.0	0	1.0	0	6.0	0	0	14.0	0	14.0	6.0	0	0	11.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Pacebacteria	0	5.0	0	0	4.0	2.0	3.0	1.0	2.0	0	2.0	2.0	5.0	3.0	0	5.0	5.0	2.0	2.0	1.0	1.0	0	3.0	0
sk__Bacteria;k__;p__Candidatus_Pacebacteria;c__;o__;f__;g__;s__Candidatus_Pacebacteria_bacterium_CG1_02_43_31	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Parcubacteria	0	2.0	0	7.0	3.0	4.0	0	3.0	2.0	0	2.0	0	2.0	2.0	0	0	3.0	0	1.0	4.0	0	0	4.0	0
sk__Bacteria;k__;p__Candidatus_Parcubacteria;c__;o__;f__;g__;s__Parcubacteria_bacterium_C7867-006	0	0	0	0	2.0	0	2.0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	2.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Parcubacteria;c__;o__;f__;g__;s__Parcubacteria_bacterium_OLB19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Parcubacteria;c__;o__;f__;g__;s__Parcubacteria_bacterium_SCGC_AAA011-A08	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Parcubacteria;c__;o__;f__;g__Candidatus_Sonnebornia;s__Candidatus_Sonnebornia_yantaiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Peregrinibacteria	0	2.0	0	2.0	2.0	4.0	1.0	2.0	1.0	4.0	3.0	7.0	1.0	4.0	0	1.0	1.0	7.0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Candidatus_Peregrinibacteria;c__Candidatus_Peribacteria	0	4.0	0	0	0	0	0	0	0	0	2.0	0	1.0	0	0	0	2.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Roizmanbacteria	0	9.0	0	2.0	1.0	2.0	1.0	4.0	0	2.0	7.0	0	8.0	1.0	0	0	7.0	0	1.0	1.0	1.0	0	0	2.0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria	0	6.0	0	0	0	0	0	3.0	1.0	0	1.0	14.0	3.0	0	0	0	3.0	10.0	0	2.0	0	2.0	0	0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__;s__Candidatus_Saccharibacteria_bacterium_GW2011_GWC2_44_17	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__;s__Candidatus_Saccharibacteria_bacterium_RAAC3_TM7_1	0	0	0	1.0	0	2.0	0	1.0	0	0	2.0	8.0	1.0	0	0	0	1.0	12.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__;s__Candidatus_Saccharibacteria_bacterium_RIFCSPHIGHO2_12_FULL_48_21	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__Candidatus_Saccharimonas	2.0	0	1.0	0	1.0	0	0	1.0	0	0	2.0	1.0	2.0	1.0	0	1.0	1.0	4.0	7.0	5.0	7.0	2.0	0	0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__Candidatus_Saccharimonas;s__Candidatus_Saccharimonas_aalborgensis	1.0	0	0	0	2.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Shapirobacteria	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Uhrbacteria	0	1.0	0	1.0	0	0	1.0	1.0	0	0	1.0	0	1.0	2.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Vogelbacteria	0	0	0	2.0	0	0	0	1.0	0	0	1.0	0	0	3.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Vogelbacteria;c__;o__;f__;g__;s__Candidatus_Vogelbacteria_bacterium_GWA1_51_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Woesebacteria	0	3.0	0	1.0	0	1.0	2.0	4.0	1.0	0	4.0	0	4.0	5.0	0	3.0	0	0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Candidatus_Wolfebacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Yanofskybacteria	0	1.0	0	0	0	1.0	0	0	0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Yonathbacteria	0	3.0	0	0	0	1.0	0	0	0	0	2.0	0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Zambryskibacteria	0	0	0	3.0	2.0	1.0	0	0	0	0	2.0	2.0	2.0	0	0	0	0	0	0	0	0	1.0	1.0	0
sk__Bacteria;k__;p__Candidatus_Zambryskibacteria;c__;o__;f__;g__;s__Candidatus_Zambryskibacteria_bacterium_RIFCSPLOWO2_02_FULL_51_21	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Chlamydiae	0	6.0	0	5.0	1.0	7.0	0	0	0	0	2.0	0	1.0	0	0	1.0	5.0	2.0	0	1.0	0	0	2.0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia	1.0	0	1.0	5.0	5.0	1.0	0	0	1.0	0	0	0	2.0	0	0	5.0	1.0	3.0	2.0	9.0	3.0	4.0	0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales	0	3.0	0	3.0	0	0	0	0	0	0	0	5.0	0	0	0	0	6.0	8.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia_trachomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales	0	2.0	0	4.0	5.0	4.0	5.0	1.0	4.0	0	0	4.0	0	0	4.0	1.0	0	2.0	0	8.0	0	0	2.0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Criblamydiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae	0	3.0	0	2.0	16.0	6.0	3.0	0	2.0	2.0	1.0	2.0	1.0	1.0	2.0	4.0	1.0	5.0	0	7.0	1.0	6.0	5.0	1.0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__;s__Candidatus_Mesochlamydia_elodeae	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Candidatus_Protochlamydia	0	0	0	1.0	0	1.0	3.0	0	1.0	0	1.0	1.0	0	0	1.0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Neochlamydia	1.0	0	1.0	1.0	2.0	2.0	0	2.0	2.0	1.0	0	3.0	0	2.0	1.0	1.0	0	0	1.0	1.0	0	0	3.0	1.0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Neochlamydia;s__Neochlamydia_sp._Trut23-12-2015_Venoge-Embouchure	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Parachlamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Rhabdochlamydiaceae	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Rhabdochlamydiaceae;g__Candidatus_Rhabdochlamydia	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales;f__Simkaniaceae	0	0	0	7.0	1.0	8.0	5.0	0	1.0	0	1.0	1.0	1.0	0	0	2.0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Chlorobi	0	1.0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Chloroflexi	4.0	27.0	4.0	13.0	13.0	9.0	31.0	13.0	7.0	3.0	23.0	9.0	12.0	9.0	1.0	34.0	30.0	24.0	19.0	19.0	19.0	0	4.0	4.0
