#SampleID	ERR2814645	ERR2814646	ERR2814647	ERR2814648	ERR2814649	ERR2814650	ERR2814651	ERR2814652	ERR2814653	ERR2814654	ERR2814655	ERR2814656	ERR2814657	ERR2814658	ERR2814659	ERR2814660	ERR2814661	ERR2814662	ERR2814663	ERR2814664	ERR2814665	ERR2814666	ERR2814667	ERR2814668
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales	6.0	3.0	6.0	2.0	6.0	4.0	6.0	2.0	3.0	3.0	8.0	1.0	14.0	6.0	3.0	5.0	2.0	4.0	5.0	8.0	0	2.0	6.0	8.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae	13.0	6.0	16.0	6.0	5.0	7.0	5.0	11.0	21.0	15.0	2.0	11.0	5.0	8.0	4.0	10.0	6.0	12.0	11.0	11.0	4.0	4.0	3.0	6.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio	0	11.0	5.0	9.0	5.0	10.0	2.0	2.0	27.0	29.0	5.0	11.0	9.0	1.0	2.0	5.0	13.0	5.0	2.0	5.0	6.0	9.0	11.0	7.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__Centipeda_periodontii	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas	31.0	27.0	17.0	26.0	8.0	15.0	18.0	38.0	30.0	41.0	12.0	21.0	13.0	32.0	19.0	25.0	18.0	27.0	34.0	15.0	17.0	22.0	31.0	10.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas_hypermegale	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas_rupellensis	2.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella	2.0	3.0	2.0	2.0	2.0	1.0	2.0	2.0	12.0	10.0	10.0	2.0	3.0	1.0	1.0	2.0	5.0	2.0	5.0	1.0	11.0	13.0	4.0	8.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Pectinatus	0	0	0	1.0	1.0	1.0	0	3.0	5.0	2.0	0	0	0	4.0	0	0	2.0	1.0	0	0	1.0	2.0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Pectinatus;s__Pectinatus_brassicae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Pectinatus;s__Pectinatus_cerevisiiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Pectinatus;s__Pectinatus_frisingensis	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Propionispira	8.0	2.0	12.0	2.0	3.0	1.0	6.0	6.0	2.0	3.0	4.0	5.0	14.0	5.0	6.0	3.0	1.0	5.0	7.0	12.0	0	0	10.0	4.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Propionispira;s__Propionispira_arcuata	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Propionispira;s__Propionispira_paucivorans	1.0	0	0	0	0	2.0	0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Schwartzia	0	0	0	0	0	0	0	0	0	1.0	1.0	2.0	0	0	0	0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas	4.0	6.0	27.0	2.0	19.0	35.0	5.0	6.0	32.0	43.0	9.0	6.0	2.0	5.0	10.0	8.0	11.0	4.0	4.0	22.0	7.0	9.0	3.0	7.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas_lacticifex	0	0	0	1.0	1.0	1.0	0	0	1.0	0	0	0	1.0	0	0	2.0	0	0	0	0	0	1.0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas_lipolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas_sp._enrichment_culture_clone_hao17	0	0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae	7.0	3.0	22.0	5.0	4.0	10.0	5.0	10.0	4.0	6.0	10.0	4.0	7.0	8.0	5.0	7.0	7.0	3.0	6.0	15.0	4.0	1.0	14.0	14.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Acetonema	0	0	10.0	1.0	0	0	1.0	0	1.0	0	2.0	0	1.0	0	0	1.0	0	1.0	0	11.0	0	0	4.0	1.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Anaerosinus	8.0	6.0	4.0	2.0	15.0	9.0	1.0	5.0	7.0	5.0	9.0	8.0	1.0	4.0	0	5.0	7.0	1.0	9.0	5.0	1.0	1.0	0	7.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Anaerosinus;s__Anaerosinus_glycerini	0	0	0	1.0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Anaerospora	2.0	0	3.0	1.0	4.0	6.0	1.0	2.0	0	1.0	1.0	2.0	1.0	2.0	0	0	1.0	2.0	4.0	2.0	0	1.0	1.0	1.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Anaerosporomusa	0	0	1.0	0	6.0	0	0	2.0	0	0	1.0	3.0	1.0	1.0	0	1.0	0	0	1.0	5.0	0	0	2.0	1.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Dendrosporobacter	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Dendrosporobacter;s__Dendrosporobacter_quercicolus	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	2.0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Pelosinus	4.0	13.0	14.0	2.0	6.0	3.0	12.0	10.0	3.0	4.0	11.0	3.0	15.0	9.0	14.0	6.0	1.0	4.0	2.0	11.0	4.0	2.0	14.0	14.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Pelosinus;s__Pelosinus_sp._TM1	0	0	1.0	0	0	0	0	0	0	0	0	0	3.0	0	0	1.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Propionispora	1.0	0	2.0	1.0	0	0	0	1.0	1.0	2.0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Sporomusa	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	1.0	0	3.0	0	0	1.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Thermosinus	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales	4.0	4.0	10.0	11.0	8.0	4.0	3.0	13.0	11.0	7.0	6.0	6.0	6.0	5.0	1.0	1.0	7.0	3.0	3.0	8.0	3.0	3.0	6.0	4.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae	43.0	21.0	24.0	31.0	27.0	35.0	19.0	47.0	52.0	54.0	21.0	22.0	108.0	32.0	19.0	27.0	22.0	25.0	37.0	23.0	15.0	22.0	135.0	38.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__;s__Veillonellaceae_bacterium_6-15	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Allisonella	1.0	0	0	3.0	0	2.0	0	1.0	1.0	3.0	0	1.0	0	2.0	0	0	0	2.0	0	0	1.0	1.0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister	89.0	68.0	47.0	118.0	37.0	48.0	38.0	84.0	135.0	140.0	57.0	58.0	75.0	85.0	36.0	68.0	70.0	135.0	80.0	41.0	28.0	36.0	74.0	60.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_invisus	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_sp._67	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_succinatiphilus	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera	11.0	11.0	2.0	3.0	1.0	5.0	3.0	6.0	16.0	20.0	8.0	9.0	10.0	8.0	4.0	10.0	10.0	10.0	5.0	3.0	8.0	9.0	11.0	9.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_cerevisiae	0	0	0	0	0	0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_paucivorans	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	14.0	5.0	10.0	15.0	16.0	22.0	1.0	5.0	60.0	75.0	12.0	15.0	1046.0	5.0	1.0	7.0	15.0	15.0	10.0	7.0	21.0	31.0	1103.0	14.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_magna	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_montpellierensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_rogosae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_sp._oral_clone_OH1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia	1.0	2.0	0	1.0	2.0	3.0	0	3.0	1.0	2.0	1.0	0	3.0	2.0	0	1.0	0	0	0	1.0	0	0	4.0	1.0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__;f__;g__Sedimentibacter	0	2.0	1.0	1.0	6.0	8.0	4.0	9.0	1.0	1.0	3.0	0	1.0	11.0	3.0	0	0	1.0	0	1.0	0	0	2.0	4.0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__;f__;g__Tepidimicrobium	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	3.0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales	1.0	1.0	3.0	0	2.0	0	0	2.0	2.0	1.0	0	0	3.0	3.0	0	2.0	0	1.0	3.0	0	1.0	0	2.0	1.0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Gottschalkiaceae	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Gottschalkiaceae;g__Gottschalkia	3.0	0	5.0	1.0	3.0	2.0	1.0	2.0	4.0	5.0	1.0	0	8.0	1.0	1.0	1.0	2.0	1.0	5.0	2.0	0	1.0	6.0	4.0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae	0	0	0	0	0	0	1.0	0	1.0	0	1.0	0	1.0	0	1.0	0	1.0	2.0	1.0	0	0	0	0	1.0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Finegoldia	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Gallicola	0	0	0	0	0	1.0	0	1.0	0	1.0	1.0	1.0	1.0	1.0	0	0	3.0	0	0	0	0	0	3.0	1.0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Murdochiella;s__Murdochiella_massiliensis	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus	0	0	0	0	0	0	1.0	0	2.0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae	0	0	1.0	1.0	1.0	0	1.0	0	1.0	0	0	0	2.0	2.0	0	1.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae;g__Soehngenia	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae;g__Soehngenia;s__Soehngenia_saccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae;g__Tissierella	1.0	1.0	6.0	0	3.0	3.0	0	7.0	0	1.0	0	0	2.0	2.0	1.0	0	1.0	0	2.0	8.0	0	1.0	0	1.0
sk__Bacteria;k__;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Tissierellaceae;g__Tissierella;s__Tissierella_creatinini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
sk__Bacteria;k__;p__Fusobacteria	1.0	1.0	6.0	2.0	2.0	0	2.0	3.0	3.0	6.0	0	1.0	1.0	2.0	4.0	5.0	1.0	1.0	3.0	4.0	0	2.0	2.0	1.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia	0	2.0	0	0	1.0	0	2.0	0	3.0	0	2.0	2.0	6.0	1.0	1.0	3.0	0	1.0	0	2.0	0	1.0	4.0	3.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	13.0	22.0	9.0	6.0	12.0	11.0	35.0	12.0	5.0	14.0	20.0	4.0	14.0	7.0	17.0	17.0	4.0	3.0	14.0	8.0	6.0	9.0	18.0	15.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	31.0	48.0	42.0	19.0	50.0	42.0	96.0	42.0	27.0	30.0	71.0	17.0	41.0	29.0	75.0	40.0	10.0	19.0	24.0	51.0	31.0	31.0	34.0	59.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium	7.0	9.0	8.0	11.0	23.0	26.0	4.0	4.0	8.0	8.0	3.0	4.0	20.0	3.0	4.0	6.0	8.0	8.0	9.0	12.0	17.0	15.0	20.0	4.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	4.0	2.0	12.0	7.0	7.0	9.0	6.0	9.0	6.0	8.0	3.0	5.0	6.0	8.0	5.0	4.0	3.0	7.0	6.0	11.0	6.0	5.0	9.0	3.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Hypnocyclicus	458.0	803.0	819.0	330.0	648.0	714.0	1291.0	589.0	434.0	458.0	896.0	172.0	582.0	590.0	1184.0	913.0	171.0	333.0	438.0	733.0	334.0	363.0	617.0	1019.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Propionigenium	1.0	0	1.0	0	1.0	0	0	1.0	0	0	0	0	1.0	0	0	3.0	0	0	0	1.0	0	0	3.0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	21.0	56.0	44.0	6.0	15.0	18.0	25.0	21.0	25.0	24.0	32.0	13.0	18.0	15.0	20.0	56.0	14.0	10.0	25.0	30.0	11.0	11.0	18.0	35.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia	130.0	82.0	321.0	137.0	153.0	156.0	59.0	276.0	56.0	59.0	165.0	180.0	287.0	268.0	52.0	82.0	213.0	144.0	124.0	313.0	21.0	25.0	314.0	174.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__Leptotrichia_goodfellowii	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Oceanivirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sebaldella	13.0	3.0	11.0	9.0	8.0	9.0	3.0	11.0	2.0	2.0	2.0	7.0	16.0	10.0	3.0	4.0	8.0	8.0	15.0	5.0	0	0	19.0	3.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sebaldella;s__Sebaldella_termitidis	4.0	1.0	1.0	2.0	0	3.0	2.0	2.0	0	0	1.0	3.0	1.0	2.0	1.0	1.0	1.0	1.0	4.0	3.0	0	0	1.0	1.0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia_amnii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus	0	0	0	0	0	0	0	0	1.0	0	1.0	2.0	0	0	0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus;s__Streptobacillus_moniliformis	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Gemmatimonadetes	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Gemmatimonadetes;c__;o__;f__;g__;s__Gemmatimonadetes_bacterium_SCN_70-22	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Gemmatimonadetes;c__Gemmatimonadetes	1.0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae	0	2.0	0	2.0	1.0	2.0	4.0	0	5.0	4.0	2.0	1.0	0	0	2.0	2.0	1.0	2.0	0	0	2.0	0	1.0	2.0
sk__Bacteria;k__;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas	0	0	0	0	1.0	1.0	0	0	0	2.0	3.0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	4.0
sk__Bacteria;k__;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas_aurantiaca	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatirosa	3.0	0	1.0	0	0	0	0	1.0	4.0	4.0	2.0	9.0	0	1.0	1.0	1.0	7.0	0	0	2.0	0	2.0	1.0	0
sk__Bacteria;k__;p__Ignavibacteriae	3.0	2.0	5.0	3.0	1.0	0	4.0	4.0	0	0	1.0	1.0	3.0	3.0	2.0	0	1.0	4.0	1.0	3.0	1.0	0	5.0	1.0
sk__Bacteria;k__;p__Ignavibacteriae;c__Ignavibacteria	11.0	6.0	8.0	9.0	4.0	8.0	6.0	4.0	9.0	8.0	18.0	18.0	20.0	5.0	5.0	7.0	20.0	9.0	10.0	8.0	1.0	1.0	24.0	18.0
sk__Bacteria;k__;p__Ignavibacteriae;c__Ignavibacteria;o__;f__;g__;s__Ignavibacteria_bacterium_RIFOXYC2_FULL_38_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales	0	1.0	9.0	0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	3.0	0	1.0	1.0	0	4.0	0	2.0	1.0	4.0	3.0	0	3.0
sk__Bacteria;k__;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Kiritimatiellaeota;c__Kiritimatiellae	2.0	4.0	11.0	10.0	8.0	9.0	12.0	11.0	4.0	6.0	13.0	7.0	21.0	10.0	8.0	8.0	6.0	8.0	3.0	9.0	2.0	1.0	25.0	13.0
sk__Bacteria;k__;p__Kiritimatiellaeota;c__Kiritimatiellae;o__Kiritimatiellales;f__Kiritimatiellaceae	0	0	0	0	2.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Lentisphaerae	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Lentisphaerae;c__;o__;f__;g__;s__Lentisphaerae_bacterium_RIFOXYA12_64_32	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales	1.0	4.0	2.0	4.0	5.0	7.0	2.0	5.0	8.0	11.0	7.0	3.0	3.0	6.0	2.0	3.0	3.0	3.0	1.0	1.0	4.0	3.0	4.0	8.0
sk__Bacteria;k__;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae	2.0	7.0	1.0	5.0	2.0	1.0	7.0	5.0	9.0	6.0	2.0	3.0	1.0	6.0	7.0	8.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	6.0
sk__Bacteria;k__;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__;s__Victivallaceae_bacterium_NML_080035	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis	4.0	7.0	8.0	7.0	1.0	5.0	4.0	6.0	9.0	10.0	4.0	3.0	3.0	8.0	4.0	10.0	4.0	10.0	3.0	7.0	3.0	4.0	3.0	1.0
sk__Bacteria;k__;p__Lentisphaerae;c__Oligosphaeria	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
