#SampleID	ERR2814645	ERR2814646	ERR2814647	ERR2814648	ERR2814649	ERR2814650	ERR2814651	ERR2814652	ERR2814653	ERR2814654	ERR2814655	ERR2814656	ERR2814657	ERR2814658	ERR2814659	ERR2814660	ERR2814661	ERR2814662	ERR2814663	ERR2814664	ERR2814665	ERR2814666	ERR2814667	ERR2814668
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_glaciei	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_psychrophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_sp._Eza11	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_sp._KJF5-13	3.0	0	1.0	0	0	0	0	1.0	1.0	1.0	0	2.0	0	1.0	0	1.0	0	0	0	2.0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_sp._SaMRH12	0	0	2.0	1.0	4.0	0	0	0	1.0	0	1.0	0	0	1.0	1.0	0	0	1.0	1.0	3.0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_sp._enrichment_culture_clone_SA_NR2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Formosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gelidibacter;s__Gelidibacter_sp._QSSC1-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Moheibacter	0	0	0	0	1.0	1.0	0	0	2.0	4.0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Moheibacter;s__Moheibacter_sediminis	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides	0	0	1.0	0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	2.0	2.0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Riemerella	0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	1.0	0	0	0	1.0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Riemerella;s__Riemerella_columbina	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Soonwooa	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Vaginella	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Weeksella	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales	0	1.0	1.0	1.0	0	0	0	0	2.0	3.0	1.0	0	0	0	0	0	0	1.0	0	1.0	2.0	2.0	0	2.0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae;g__Haliscomenobacter	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Haliscomenobacteraceae;g__Phaeodactylibacter	0	0	0	0	0	0	0	0	1.0	4.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Lewinellaceae;g__Lewinella	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae	43.0	26.0	48.0	28.0	57.0	49.0	40.0	42.0	69.0	77.0	97.0	45.0	9.0	36.0	31.0	36.0	47.0	30.0	39.0	32.0	29.0	37.0	16.0	98.0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia	0	11.0	7.0	0	5.0	1.0	2.0	4.0	2.0	2.0	5.0	2.0	2.0	1.0	1.0	9.0	3.0	0	0	8.0	0	1.0	2.0	7.0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	25.0	82.0	60.0	27.0	50.0	45.0	60.0	45.0	52.0	60.0	89.0	37.0	43.0	31.0	50.0	94.0	35.0	28.0	19.0	51.0	17.0	21.0	45.0	109.0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	3.0	9.0	4.0	5.0	1.0	2.0	3.0	1.0	6.0	7.0	7.0	7.0	7.0	0	7.0	6.0	2.0	2.0	5.0	4.0	3.0	1.0	5.0	5.0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Nubsella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	5.0	3.0	0	2.0	0	3.0	2.0	2.0	1.0	1.0	3.0	2.0	0	3.0	1.0	2.0	2.0	2.0	1.0	2.0	0	0	3.0	3.0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter_arcticus	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea	1.0	5.0	0	0	0	0	9.0	3.0	0	0	9.0	0	0	4.0	4.0	6.0	0	0	1.0	0	0	0	0	9.0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium	1.0	0	5.0	1.0	2.0	1.0	0	0	4.0	5.0	4.0	2.0	1.0	0	0	0	4.0	1.0	1.0	6.0	0	4.0	3.0	3.0
sk__Bacteria;k__;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium_psychroaquaticum	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Caldiserica;c__Caldisericia;o__Caldisericales	0	0	0	1.0	0	0	3.0	3.0	0	1.0	1.0	0	0	3.0	5.0	0	0	0	0	0	1.0	0	0	2.0
sk__Bacteria;k__;p__Calditrichaeota	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Calditrichaeota;c__;o__;f__;g__Calorithrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Calditrichaeota;c__Calditrichae;o__Calditrichales;f__Calditrichaceae	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Candidatus_Abawacabacteria	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Abawacabacteria;c__;o__;f__;g__;s__Candidatus_Abawacabacteria_bacterium_RBG_16_42_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Adlerbacteria	6.0	0	5.0	2.0	1.0	1.0	0	0	0	1.0	0	2.0	0	0	2.0	0	1.0	0	6.0	3.0	1.0	0	0	1.0
sk__Bacteria;k__;p__Candidatus_Azambacteria	0	1.0	0	0	3.0	1.0	0	0	1.0	0	1.0	1.0	2.0	2.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Berkelbacteria	0	0	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Brennerbacteria	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Buchananbacteria	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	3.0	0	0	1.0	0
sk__Bacteria;k__;p__Candidatus_Campbellbacteria	2.0	0	0	2.0	2.0	2.0	2.0	0	4.0	3.0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	0	2.0
sk__Bacteria;k__;p__Candidatus_Campbellbacteria;c__;o__;f__;g__;s__Candidatus_Campbellbacteria_bacterium_RIFOXYC2_FULL_35_25	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Chisholmbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Candidatus_Cloacimonetes	0	1.0	3.0	1.0	11.0	6.0	6.0	16.0	0	0	8.0	3.0	1.0	20.0	8.0	1.0	7.0	1.0	0	2.0	2.0	0	0	16.0
sk__Bacteria;k__;p__Candidatus_Cloacimonetes;c__;o__;f__;g__Candidatus_Cloacimonas	1.0	0	8.0	2.0	17.0	8.0	16.0	46.0	1.0	1.0	18.0	9.0	0	30.0	14.0	1.0	9.0	6.0	1.0	2.0	4.0	5.0	0	25.0
sk__Bacteria;k__;p__Candidatus_Collierbacteria	2.0	0	2.0	2.0	3.0	5.0	4.0	1.0	0	0	0	3.0	1.0	1.0	1.0	0	3.0	3.0	2.0	1.0	0	0	1.0	0
sk__Bacteria;k__;p__Candidatus_Collierbacteria;c__;o__;f__;g__;s__Candidatus_Collierbacteria_bacterium_GW2011_GWF2_44_15	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Colwellbacteria	0	0	1.0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0
sk__Bacteria;k__;p__Candidatus_Curtissbacteria	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	2.0	0
sk__Bacteria;k__;p__Candidatus_Daviesbacteria	0	0	2.0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	3.0	0	0	2.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Falkowbacteria	1.0	5.0	25.0	4.0	10.0	12.0	17.0	3.0	4.0	4.0	13.0	4.0	8.0	3.0	15.0	9.0	7.0	4.0	1.0	30.0	21.0	20.0	7.0	16.0
sk__Bacteria;k__;p__Candidatus_Falkowbacteria;c__;o__;f__;g__;s__Candidatus_Falkowbacteria_bacterium_GW2011_GWF2_43_32	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Giovannonibacteria	0	0	2.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0
sk__Bacteria;k__;p__Candidatus_Gottesmanbacteria	0	0	0	1.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Candidatus_Gracilibacteria	4.0	1.0	2.0	0	0	1.0	4.0	0	0	1.0	1.0	2.0	0	1.0	3.0	0	0	0	1.0	0	3.0	1.0	0	1.0
sk__Bacteria;k__;p__Candidatus_Gracilibacteria;c__;o__;f__;g__;s__Gracilibacteria_bacterium_canine_oral_taxon_323	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Harrisonbacteria	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0
sk__Bacteria;k__;p__Candidatus_Hydrogenedentes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Jorgensenbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Kaiserbacteria	14.0	14.0	109.0	8.0	7.0	9.0	12.0	4.0	9.0	12.0	18.0	7.0	4.0	4.0	10.0	15.0	8.0	10.0	13.0	106.0	6.0	6.0	5.0	18.0
sk__Bacteria;k__;p__Candidatus_Kaiserbacteria;c__;o__;f__;g__;s__Candidatus_Kaiserbacteria_bacterium_RIFOXYB1_FULL_46_14	0	0	5.0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	1.0	0	0	5.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Kerfeldbacteria	1.0	0	5.0	0	1.0	0	3.0	0	1.0	1.0	1.0	2.0	0	0	3.0	0	1.0	0	0	0	0	0	0	3.0
sk__Bacteria;k__;p__Candidatus_Komeilibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Levybacteria	1.0	1.0	5.0	0	1.0	1.0	0	0	0	0	0	16.0	0	0	0	1.0	15.0	0	0	1.0	0	0	1.0	0
sk__Bacteria;k__;p__Candidatus_Liptonbacteria	0	0	2.0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	2.0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Lloydbacteria	0	1.0	6.0	1.0	0	0	0	0	1.0	0	4.0	0	3.0	0	1.0	1.0	0	1.0	0	2.0	1.0	1.0	3.0	4.0
sk__Bacteria;k__;p__Candidatus_Lloydbacteria;c__;o__;f__;g__;s__Candidatus_Lloydbacteria_bacterium_RIFOXYC12_FULL_46_25	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	3.0	2.0
sk__Bacteria;k__;p__Candidatus_Magasanikbacteria	4.0	3.0	81.0	2.0	0	2.0	0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	0	0	1.0	2.0	2.0	72.0	2.0	2.0	2.0	2.0
sk__Bacteria;k__;p__Candidatus_Magasanikbacteria;c__;o__;f__;g__;s__Candidatus_Magasanikbacteria_bacterium_RIFCSPHIGHO2_02_FULL_50_9b	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Magasanikbacteria;c__;o__;f__;g__;s__Candidatus_Magasanikbacteria_bacterium_RIFOXYD1_FULL_40_23	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Marinimicrobia	0	0	0	0	1.0	0	0	0	0	0	0	3.0	0	0	0	0	5.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Melainabacteria	1.0	1.0	0	0	0	1.0	0	0	0	0	2.0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Melainabacteria;c__;o__;f__;g__;s__Candidatus_Gastranaerophilales_bacterium_Zag_111	0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Melainabacteria;c__;o__;f__;g__;s__Candidatus_Melainabacteria_bacterium_MEL.A1	0	0	2.0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	1.0	0	0
sk__Bacteria;k__;p__Candidatus_Melainabacteria;c__;o__Candidatus_Obscuribacterales;f__;g__Candidatus_Obscuribacter;s__Candidatus_Obscuribacter_phosphatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Candidatus_Moranbacteria	7.0	3.0	5.0	0	4.0	3.0	0	1.0	0	0	5.0	1.0	19.0	1.0	1.0	3.0	1.0	3.0	5.0	6.0	1.0	1.0	19.0	5.0
sk__Bacteria;k__;p__Candidatus_Nomurabacteria	25.0	34.0	22.0	32.0	49.0	44.0	14.0	15.0	15.0	25.0	30.0	13.0	18.0	19.0	15.0	34.0	12.0	21.0	19.0	17.0	12.0	15.0	11.0	19.0
sk__Bacteria;k__;p__Candidatus_Nomurabacteria;c__;o__;f__;g__;s__Candidatus_Nomurabacteria_bacterium_GW2011_GWE1_32_28	0	0	0	3.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0
sk__Bacteria;k__;p__Candidatus_Nomurabacteria;c__;o__;f__;g__;s__Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_02_FULL_38_15	0	2.0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Nomurabacteria;c__;o__;f__;g__;s__Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_01_FULL_36_10b	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Omnitrophica	1.0	0	1.0	3.0	0	0	0	1.0	0	0	1.0	1.0	2.0	0	0	0	1.0	4.0	0	0	0	0	1.0	0
sk__Bacteria;k__;p__Candidatus_Omnitrophica;c__;o__;f__;g__;s__Omnitrophica_bacterium_OLB16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Omnitrophica;c__;o__;f__;g__;s__Omnitrophica_bacterium_RIFOXYB12_FULL_50_7	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Omnitrophica;c__;o__;f__;g__;s__Omnitrophica_bacterium_SCGC_AAA257-O07	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Omnitrophica;c__;o__;f__;g__Candidatus_Omnitrophus	0	5.0	2.0	3.0	0	1.0	1.0	1.0	2.0	0	2.0	1.0	5.0	1.0	0	2.0	0	6.0	1.0	2.0	0	0	7.0	2.0
sk__Bacteria;k__;p__Candidatus_Pacebacteria	0	0	4.0	1.0	2.0	1.0	5.0	3.0	0	0	4.0	3.0	0	2.0	5.0	0	1.0	0	0	3.0	1.0	0	0	5.0
sk__Bacteria;k__;p__Candidatus_Parcubacteria	1.0	2.0	4.0	0	0	3.0	1.0	0	1.0	4.0	1.0	0	2.0	0	3.0	4.0	2.0	0	2.0	6.0	0	3.0	1.0	1.0
sk__Bacteria;k__;p__Candidatus_Parcubacteria;c__;o__;f__;g__;s__Parcubacteria_bacterium_32_520	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Parcubacteria;c__;o__;f__;g__;s__Parcubacteria_bacterium_C7867-006	0	1.0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0
sk__Bacteria;k__;p__Candidatus_Parcubacteria;c__;o__;f__;g__;s__Parcubacteria_bacterium_OLB19	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Parcubacteria;c__;o__;f__;g__;s__Parcubacteria_bacterium_SCGC_AAA011-A08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Peregrinibacteria	5.0	5.0	21.0	0	0	0	0	0	1.0	1.0	1.0	3.0	0	0	0	5.0	0	0	5.0	28.0	1.0	0	0	1.0
sk__Bacteria;k__;p__Candidatus_Peregrinibacteria;c__;o__;f__;g__;s__Candidatus_Peregrinibacteria_bacterium_GW2011_GWA2_47_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Peregrinibacteria;c__Candidatus_Peribacteria	0	3.0	157.0	0	0	0	0	0	0	1.0	0	0	1.0	0	1.0	1.0	1.0	0	0	142.0	2.0	2.0	1.0	0
sk__Bacteria;k__;p__Candidatus_Peregrinibacteria;c__Candidatus_Peribacteria;o__Candidatus_Peribacterales;f__;g__Candidatus_Peribacter	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Portnoybacteria	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Roizmanbacteria	6.0	0	1.0	0	2.0	2.0	0	0	0	0	0	0	1.0	0	0	0	0	0	6.0	1.0	0	1.0	1.0	0
sk__Bacteria;k__;p__Candidatus_Ryanbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria	1.0	2.0	3.0	0	2.0	1.0	0	3.0	10.0	4.0	1.0	2.0	3.0	6.0	0	2.0	2.0	2.0	4.0	2.0	3.0	1.0	9.0	4.0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__;s__Candidatus_Saccharibacteria_bacterium_47-87	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__;s__Candidatus_Saccharibacteria_bacterium_GW2011_GWC2_44_17	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__;s__Candidatus_Saccharibacteria_bacterium_RAAC3_TM7_1	0	2.0	0	0	0	2.0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__;s__TM7_phylum_sp._oral_clone_FR058	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__;s__candidate_division_TM7_bacterium_JGI_0001002-L20	0	0	2.0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	1.0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__Candidatus_Saccharimonas	0	0	2.0	1.0	0	1.0	0	2.0	5.0	3.0	2.0	1.0	1.0	4.0	0	3.0	3.0	2.0	1.0	2.0	1.0	1.0	1.0	5.0
sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__Candidatus_Saccharimonas;s__Candidatus_Saccharimonas_aalborgensis	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Shapirobacteria	0	0	11.0	7.0	0	0	5.0	2.0	1.0	1.0	6.0	5.0	3.0	2.0	5.0	0	6.0	6.0	0	12.0	1.0	1.0	6.0	5.0
sk__Bacteria;k__;p__Candidatus_Spechtbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Staskawiczbacteria	0	0	0	0	0	0	0	2.0	0	0	1.0	0	1.0	2.0	0	0	0	0	0	0	0	0	1.0	1.0
sk__Bacteria;k__;p__Candidatus_Uhrbacteria	2.0	1.0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	1.0	2.0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Vogelbacteria	0	0	6.0	0	0	1.0	0	1.0	0	0	1.0	0	0	0	0	2.0	0	2.0	0	4.0	0	0	1.0	1.0
sk__Bacteria;k__;p__Candidatus_Woesebacteria	0	0	6.0	2.0	0	0	10.0	1.0	0	1.0	3.0	5.0	1.0	1.0	9.0	0	10.0	3.0	0	3.0	1.0	1.0	1.0	8.0
sk__Bacteria;k__;p__Candidatus_Woesebacteria;c__;o__;f__;g__;s__Candidatus_Woesebacteria_bacterium_RBG_19FT_COMBO_42_9	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Candidatus_Wolfebacteria	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	4.0	0	1.0	0	0	1.0	0	0	0	1.0
sk__Bacteria;k__;p__Candidatus_Yanofskybacteria	0	0	2.0	1.0	4.0	4.0	4.0	2.0	0	2.0	0	2.0	0	1.0	5.0	0	1.0	1.0	2.0	2.0	0	0	0	0
