Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Family_Genus,ERZ724508,ERZ724502,ERZ724529,ERZ724524,ERZ724514,ERZ724528
Bacteria,,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,Syntrophorhabdus,Synt_Syntrophorhabdus,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Camp_Arcobacter,1.0,2.0,3.0,2.0,1.0,2.0
Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Camp_Sulfurospirillum,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,Heli_Sulfurimonas,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,,,Acidibacter,Acidibacter,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,,Competibacteraceae,Plasticicumulans,Comp_Plasticicumulans,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aero_Aeromonas,0.0,0.0,0.0,1.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,Aero_Tolumonas,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succ_Succinivibrio,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cell_Cellvibrio,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis,Chro_Lamprocystis,0.0,0.0,0.0,1.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacterales,,Plesiomonas,Plesiomonas,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halo_Halomonas,1.0,0.0,1.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Mora_Acinetobacter,0.0,0.0,0.0,1.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Fluviicoccus,Mora_Fluviicoccus,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Mora_Moraxella,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Perlucidibaca,Mora_Perlucidibaca,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseu_Pseudomonas,0.0,0.0,1.0,2.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thio_Thiothrix,0.0,0.0,0.0,0.0,0.0,1.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,Rhod_Dokdonella,1.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter,Rhod_Tahibacter,0.0,0.0,0.0,0.0,1.0,0.0
Bacteria,,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Xant_Thermomonas,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,Bact_Bacteriovorax,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdel_Bdellovibrio,1.0,0.0,2.0,0.0,0.0,1.0
Bacteria,,Spirochaetes,Spirochaetia,,Leptospiraceae,Leptospira,Lept_Leptospira,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Spirochaetes,Spirochaetia,,Leptospiraceae,Turneriella,Lept_Turneriella,0.0,1.0,0.0,0.0,1.0,0.0
Bacteria,,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,Spir_Sphaerochaeta,0.0,0.0,0.0,2.0,0.0,0.0
Bacteria,,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermovirga,Syne_Thermovirga,0.0,2.0,0.0,1.0,0.0,0.0
Bacteria,,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acho_Acholeplasma,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,Ferv_Fervidobacterium,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Cephaloticoccus,Opit_Cephaloticoccus,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Lacunisphaera,Opit_Lacunisphaera,0.0,0.0,2.0,0.0,0.0,1.0
Bacteria,,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opit_Opitutus,0.0,0.0,0.0,0.0,1.0,0.0
Bacteria,,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akke_Akkermansia,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Brevifollis,Verr_Brevifollis,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,Verr_Luteolibacter,0.0,0.0,0.0,0.0,0.0,0.0
Bacteria,,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,Verr_Prosthecobacter,0.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,,,,,,Copromyxa,Copromyxa,1.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,,,,Arcellinida,Arcellidae,Arcella,Arce_Arcella,0.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,,,,Bicosoecida,Bicosoecidae,Bicosoeca,Bico_Bicosoeca,0.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,,,,Cryomonadida,Rhogostomidae,Rhogostoma,Rhog_Rhogostoma,0.0,1.0,0.0,0.0,1.0,0.0
Eukaryota,,,,Kinetoplastida,Bodonidae,Parabodo,Bodo_Parabodo,2.0,0.0,0.0,2.0,0.0,0.0
Eukaryota,,,,Kinetoplastida,Bodonidae,Procryptobia,Bodo_Procryptobia,0.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,,,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,Para_Paraphysomonas,0.0,0.0,2.0,0.0,0.0,1.0
Eukaryota,,,Ichthyosporea,Ichthyophonida,,Anurofeca,Anurofeca,1.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,,,Litostomatea,Pleurostomatida,Amphileptidae,Hemiophrys,Amph_Hemiophrys,0.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,,,Oligohymenophorea,Sessilida,Epistylidae,Epistylis,Epis_Epistylis,2.0,0.0,2.0,1.0,0.0,0.0
Eukaryota,,,Oligohymenophorea,Sessilida,Operculariidae,Opercularia,Oper_Opercularia,0.0,0.0,0.0,0.0,1.0,0.0
Eukaryota,,,Oligohymenophorea,Sessilida,Opisthonectidae,Opisthonecta,Opis_Opisthonecta,0.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,,,Oligohymenophorea,Sessilida,Opisthonectidae,Telotrochidium,Opis_Telotrochidium,0.0,0.0,1.0,0.0,0.0,0.0
Eukaryota,,,Oligohymenophorea,Sessilida,Vorticellidae,Epicarchesium,Vort_Epicarchesium,0.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,,,Oligohymenophorea,Sessilida,Vorticellidae,Pseudovorticella,Vort_Pseudovorticella,0.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,,,Oligohymenophorea,Sessilida,Vorticellidae,Vorticella,Vort_Vorticella,0.0,0.0,1.0,0.0,0.0,0.0
Eukaryota,,,Phyllopharyngea,Chlamydodontida,Chilodonellidae,Phascolodon,Chil_Phascolodon,0.0,0.0,1.0,0.0,0.0,0.0
Eukaryota,,,Phyllopharyngea,Chlamydodontida,Chilodonellidae,Pseudochilodonopsis,Chil_Pseudochilodonopsis,0.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,,,Phyllopharyngea,Dysteriida,Dysteriidae,Trochilia,Dyst_Trochilia,0.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,,,Phyllopharyngea,Endogenida,Acinetidae,Acineta,Acin_Acineta,0.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,,,Phyllopharyngea,Endogenida,Tokophryidae,Tokophrya,Toko_Tokophrya,2.0,0.0,0.0,0.0,0.0,2.0
Eukaryota,,,Prostomatea,Prorodontida,Prorodontidae,Prorodon,Pror_Prorodon,0.0,0.0,0.0,0.0,0.0,1.0
Eukaryota,,,Spirotrichea,Euplotida,Aspidiscidae,Aspidisca,Aspi_Aspidisca,2.0,0.0,2.0,1.0,2.0,0.0
Eukaryota,,Euglenida,,Sphenomonadales,Sphenomonadidae,Petalomonas,Sphe_Petalomonas,0.0,1.0,0.0,0.0,0.0,2.0
Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,Dipo_Geotrichum,0.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,Metazoa,Annelida,Clitellata,Haplotaxida,Enchytraeidae,Enchytraeus,Ench_Enchytraeus,0.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Termopsidae,Zootermopsis,Term_Zootermopsis,0.0,0.0,0.0,0.0,0.0,1.0
Eukaryota,Metazoa,Nematoda,Chromadorea,Diplogasterida,Diplogasteridae,Rhabditidoides,Dipl_Rhabditidoides,0.0,0.0,0.0,0.0,0.0,1.0
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Diplogastridae,Acrostichus,Dipl_Acrostichus,0.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,Metazoa,Rotifera,Bdelloidea,Adinetida,Adinetidae,Adineta,Adin_Adineta,0.0,0.0,0.0,0.0,0.0,0.0
