kingdom,phylum,ERZ773283
Archaea,Euryarchaeota,5
Bacteria,Acidobacteria,8
Bacteria,Actinobacteria,11
Bacteria,Armatimonadetes,1
Bacteria,Bacteroidetes,24
Bacteria,Caldiserica,5
Bacteria,Calditrichaeota,2
Bacteria,Chloroflexi,21
Bacteria,Fibrobacteres,2
Bacteria,Firmicutes,13
Bacteria,Planctomycetes,9
Bacteria,Proteobacteria,21
Bacteria,Spirochaetes,16
Bacteria,Synergistetes,6
Bacteria,Tenericutes,1
Bacteria,Thermotogae,4
Bacteria,Verrucomicrobia,9
Eukaryota,Cryptomycota,1
