Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Family_Genus,ERR1341804,ERR1341803
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alkalibacterium,Aero_Alkalibacterium,0,5
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Alloiococcus,Aero_Alloiococcus,0,1
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,Aero_Facklamia,2,7
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carn_Carnobacterium,2,55
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Carn_Granulicatella,0,11
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Isobaculum,Carn_Isobaculum,0,1
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,Carn_Trichococcus,3,116
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Ente_Enterococcus,3,9
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Ente_Vagococcus,1,13
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lact_Lactobacillus,0,4
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuc_Leuconostoc,0,2
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Stre_Lactococcus,0,9
Bacteria,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Stre_Streptococcus,1,9
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,Acidaminobacter,Acid_Acidaminobacter,0,3
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,Fusibacter,Acid_Fusibacter,1,155
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Acidaminobacteraceae,Guggenheimella,Acid_Guggenheimella,16,13
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Caldicoprobacteraceae,Caldicoprobacter,Cald_Caldicoprobacter,0,4
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caldanaerocella,Clos_Caldanaerocella,0,1
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloramator,Clos_Caloramator,14,39
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridiisalibacter,Clos_Clostridiisalibacter,0,2
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clos_Clostridium,141,380
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Proteiniclasticum,Clos_Proteiniclasticum,137,400
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,Dehalobacterium,Deha_Dehalobacterium,0,6
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,Euba_Acetobacterium,2,8
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Alkalibacter,Euba_Alkalibacter,8,0
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Garciella,Euba_Garciella,2,0
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Gracilibacter,Grac_Gracilibacter,0,1
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Lach_Anaerostipes,0,3
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Lach_Blautia,0,6
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,Lach_Clostridium,0,3
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Lach_Coprococcus,1,17
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Lach_Dorea,0,4
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,Lach_Lachnobacterium,0,2
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,Lach_Lachnospira,0,1
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Lach_Oribacterium,0,1
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,Lach_Ruminococcus,0,1
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,Lach_Shuttleworthia,0,1
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,Anaerovorax,Mogi_Anaerovorax,59,72
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Mogibacteriaceae,Mogibacterium,Mogi_Mogibacterium,3,17
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfonispora,Pept_Desulfonispora,0,31
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,Pept_Desulfosporosinus,0,7
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,Pept_Desulfotomaculum,1,15
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,Pept_Peptococcus,0,1
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,Pept_Clostridium,0,11
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Pept_Peptostreptococcus,0,57
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,Rumi_Anaerotruncus,0,1
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium,Rumi_Clostridium,1,5
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Rumi_Faecalibacterium,0,1
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,Rumi_Oscillospira,0,14
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Rumi_Ruminococcus,0,39
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,Synt_Syntrophomonas,24,27
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Dethiosulfatibacter,Tiss_Dethiosulfatibacter,1,2
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Gallicola,Tiss_Gallicola,9,33
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Parvimonas,Tiss_Parvimonas,0,3
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Peptoniphilus,Tiss_Peptoniphilus,0,9
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Sedimentibacter,Tiss_Sedimentibacter,46,152
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Sporanaerobacter,Tiss_Sporanaerobacter,0,2
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Tissierellaceae,Tepidimicrobium,Tiss_Tepidimicrobium,2,5
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Acidaminococcus,Veil_Acidaminococcus,0,31
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Anaerosinus,Veil_Anaerosinus,0,2
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Pelosinus,Veil_Pelosinus,0,2
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Phascolarctobacterium,Veil_Phascolarctobacterium,0,1
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Sporomusa,Veil_Sporomusa,0,3
Bacteria,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erys_Erysipelothrix,2,20
Bacteria,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Eubacterium,Erys_Eubacterium,0,5
Bacteria,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,Fuso_Cetobacterium,0,5
Bacteria,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fuso_Fusobacterium,0,92
Bacteria,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium,Fuso_Propionigenium,0,15
Bacteria,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,Fuso_Psychrilyobacter,0,115
Bacteria,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Lept_Leptotrichia,0,1
Bacteria,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemm_Gemmatimonas,1,0
Bacteria,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,Pire_Rhodopirellula,2,0
Bacteria,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Plan_Planctomyces,4,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Mycoplana,Caul_Mycoplana,3,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Caul_Phenylobacterium,0,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Thalassospira,Kilo_Thalassospira,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Brad_Balneimonas,0,2
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,Bruc_Ochrobactrum,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Pseudochrobactrum,Bruc_Pseudochrobactrum,0,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Hyph_Devosia,10,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyph_Hyphomicrobium,2,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Parvibaculum,Hyph_Parvibaculum,140,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Hyph_Pedomicrobium,0,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Hyph_Rhodoplanes,0,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Stappia,Hyph_Stappia,0,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Meth_Methylobacterium,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Pleomorphomonas,Meth_Pleomorphomonas,3,2
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,Phyl_Aminobacter,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Rhiz_Agrobacterium,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhiz_Rhizobium,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,Rhiz_Shinella,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Rhiz_Sinorhizobium,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis,Hyph_Maricaulis,24,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Oceanicaulis,Hyph_Oceanicaulis,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,Rhod_Amaricoccus,3,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Anaerospora,Rhod_Anaerospora,14,3
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Rhod_Antarctobacter,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter,Rhod_Dinoroseobacter,0,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,Rhod_Jannaschia,0,2
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,Rhod_Loktanella,6,4
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Maritimibacter,Rhod_Maritimibacter,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita,Rhod_Marivita,0,2
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,Rhod_Oceanicella,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,Rhod_Oceanicola,3,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceaniovalibus,Rhod_Oceaniovalibus,2,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Rhod_Octadecabacter,19,39
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Rhod_Paracoccus,32,55
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Rhod_Phaeobacter,29,25
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Piezobacter,Rhod_Piezobacter,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudoruegeria,Rhod_Pseudoruegeria,0,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobaca,Rhod_Rhodobaca,0,3
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhod_Rhodobacter,16,67
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseisalinus,Rhod_Roseisalinus,2,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,Rhod_Roseivivax,12,5
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Rhod_Roseobacter,2,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Rhod_Roseovarius,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,Rhod_Rubellimicrobium,2,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Rhod_Ruegeria,1,3
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobacter,Rhod_Thalassobacter,2,4
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassococcus,Rhod_Thalassococcus,0,2
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Wenxinia,Rhod_Wenxinia,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acet_Acidiphilium,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,Acet_Acidisoma,0,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Rhod_Azospirillum,4,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,Rhod_Inquilinus,4,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Oceanibaculum,Rhod_Oceanibaculum,60,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,Rhod_Skermanella,0,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,Rhod_Telmatospirillum,3,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rick_Rickettsia,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Eryt_Altererythrobacter,0,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Citromicrobium,Eryt_Citromicrobium,1,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Eryt_Erythrobacter,3,5
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythromicrobium,Eryt_Erythromicrobium,0,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,Sphi_Kaistobacter,3,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphi_Sphingomonas,3,2
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphi_Sphingopyxis,0,1
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Alca_Achromobacter,8,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Alca_Alcaligenes,7,1
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Candidimonas,Alca_Candidimonas,5,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Denitrobacter,Alca_Denitrobacter,7,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Kerstersia,Alca_Kerstersia,1,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Paralcaligenes,Alca_Paralcaligenes,3,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,Alca_Pigmentiphaga,1,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,Alca_Sutterella,1,3
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Tetrathiobacter,Alca_Tetrathiobacter,1,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burk_Burkholderia,2,1
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Burk_Lautropia,1,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Coma_Acidovorax,0,3
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Coma_Comamonas,0,11
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Coma_Delftia,3,1
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Giesbergeria,Coma_Giesbergeria,0,7
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Coma_Hydrogenophaga,2,23
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hylemonella,Coma_Hylemonella,1,4
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Lampropedia,Coma_Lampropedia,0,1
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Coma_Limnohabitans,1,17
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,Coma_Methylibium,2,18
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Coma_Polaromonas,1,3
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Coma_Ramlibacter,1,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Coma_Rhodoferax,0,4
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,Coma_Schlegelella,0,3
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,Coma_Simplicispira,0,2
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Coma_Variovorax,0,12
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,Coma_Verminephrobacter,0,3
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Xylophilus,Coma_Xylophilus,0,1
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Cupriavidus,Oxal_Cupriavidus,1,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Oxal_Janthinobacterium,1,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Gallionella,Gall_Gallionella,1,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,Hydr_Thiobacillus,5,8
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylobacillus,Meth_Methylobacillus,1,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Meth_Methylotenera,1,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chromobacterium,Neis_Chromobacterium,1,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius,Neis_Conchiformibius,0,2
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Neis_Kingella,1,3
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neis_Neisseria,1,1
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosococcus,Nitr_Nitrosococcus,2,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitr_Nitrosomonas,2,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,Rhod_Azoarcus,4,3
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Rhod_Azospira,0,1
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azovibrio,Rhod_Azovibrio,1,1
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,Rhod_Dechloromonas,5,10
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio,Rhod_Propionivibrio,0,2
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Sulfuritalea,Rhod_Sulfuritalea,1,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera,Rhod_Thauera,28,48
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea,Rhod_Zoogloea,0,1
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,Bact_Bacteriovorax,1,20
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,Bact_Peredibacter,0,3
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdel_Bdellovibrio,10,8
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Algidimarina,Desu_Algidimarina,0,4
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfamplus,Desu_Desulfamplus,1,2
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,Desu_Desulfatibacillum,0,1
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatiferula,Desu_Desulfatiferula,1,1
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Desu_Desulfobacter,45,370
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobotulus,Desu_Desulfobotulus,0,1
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desu_Desulfococcus,30,13
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofaba,Desu_Desulfofaba,0,1
