kingdom,phylum,ERZ795062
Archaea,Euryarchaeota,3
Bacteria,Actinobacteria,7
Bacteria,Bacteroidetes,17
Bacteria,Chlamydiae,3
Bacteria,Chloroflexi,2
Bacteria,Firmicutes,38
Bacteria,Fusobacteria,1
Bacteria,Planctomycetes,1
Bacteria,Proteobacteria,34
Bacteria,Spirochaetes,3
Bacteria,Synergistetes,1
Bacteria,Tenericutes,2
Bacteria,Thermotogae,1
Bacteria,Verrucomicrobia,1
