kingdom,phylum,ERZ795017
Bacteria,Acidobacteria,2
Bacteria,Actinobacteria,4
Bacteria,Calditrichaeota,2
Bacteria,Chloroflexi,9
Bacteria,Planctomycetes,2
Bacteria,Proteobacteria,11
