,study_id,Actinobacteria,Chloroflexi,Firmicutes,Gemmatimonadetes,Planctomycetes,Proteobacteria,Verrucomicrobia,Crenarchaeota,Euryarchaeota,Parvarchaeota,AC1,AD3,Acidobacteria,Aquificae,Armatimonadetes,BHI80-139,BRC1,Bacteroidetes,Caldiserica,Caldithrix,Chlamydiae,Chlorobi,Cyanobacteria,Deferribacteres,Elusimicrobia,FBP,FCPU426,Fibrobacteres,Fusobacteria,GAL15,GN02,GN04,GOUTA4,H-178,Hyd24-12,KSB3,Kazan-3B-28,LCP-89,LD1,Lentisphaerae,MVP-21,MVS-104,NC10,NKB19,Nitrospirae,OC31,OD1,OP1,OP11,OP3,OP8,OP9,PAUC34f,SAR406,SBR1093,SC4,SR1,Spirochaetes,Synergistetes,TA06,TM6,TM7,TPD-58,Tenericutes,Thermi,Thermotogae,WPS-2,WS1,WS3,WS4,WS6,WWE1,ZB3,WS2,Dictyoglomi,Poribacteria,WS5,Chrysiogenetes,EM3,OctSpA1-106,Thaumarchaeota,Balneolaeota,Calditrichaeota,Deinococcus-Thermus,Ignavibacteriae,Kiritimatiellaeota,Nitrospinae,Thermodesulfobacteria,Annelida,Apicomplexa,Arthropoda,Ascomycota,Bacillariophyta,Basidiomycota,Brachiopoda,Chlorophyta,Chordata,Cryptomycota,Echinodermata,Euglenida,Haplosporidia,Mollusca,Mucoromycota,Nematoda,Phaeophyceae,Picozoa,Platyhelminthes,Rotifera,Streptophyta,Tardigrada,Zoopagomycota,Nanoarchaeota,Rhodothermaeota,Blastocladiomycota,Bryozoa,Chromerida,Chytridiomycota,Cnidaria,Colponemidia,Entoprocta,Entorrhizomycota,Eustigmatophyceae,Gastrotricha,Gnathostomulida,Hemichordata,Microsporidia,Pinguiophyceae,Placozoa,Porifera,Priapulida,Xanthophyceae,Xenacoelomorpha,Ciliophora,Euglenozoa,Coprothermobacterota,Cercozoa,Discosea,Endomyxa,Evosea,Fornicata,Haptista,Preaxostyla,Rhodophyta,Tubulinea
ERR2729847,MGYS00001910,6274,2080,757,450,2284,202557,2354,0,0,0,0,0,2051,0,137,0,0,21841,0,0,0,8,389,0,64,0,0,51,140,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,760,0,0,0,0,0,0,0,0,0,0,0,0,705,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,2369,947,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729848,MGYS00001910,2018,617,488,165,1174,70918,1279,0,0,0,0,0,770,0,13,0,0,11312,0,0,2,71,107,0,10,0,0,85,357,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,705,0,0,0,0,0,0,0,0,0,0,0,0,342,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729849,MGYS00001910,5753,1718,707,367,2126,185272,2031,0,0,0,0,0,1755,0,105,0,0,20817,0,0,0,4,356,0,40,0,0,52,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,645,67,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,2232,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729850,MGYS00001910,2195,716,499,202,1242,77717,1454,0,0,0,0,0,808,0,16,0,0,12584,0,0,2,84,113,0,22,0,0,105,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,0,0,0,0,0,0,0,0,0,0,0,0,394,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2892,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729851,MGYS00001910,36007,190,72915,20,99,105367,122,0,0,0,0,0,245,0,11,0,0,4943,0,0,2,15,15,0,0,0,0,0,5514,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729852,MGYS00001910,209,28,3077,102,186,77821,305,0,0,0,0,0,133,0,1,0,0,19051,0,0,4,108,261,0,10,0,0,79,2015,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138,138,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729853,MGYS00001910,34889,204,69950,17,56,102806,106,0,0,0,0,0,252,0,11,0,0,4862,0,0,1,12,14,0,0,0,0,1,5329,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,63,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729854,MGYS00001910,224,41,3396,85,207,80043,370,0,0,0,0,0,157,0,5,0,0,20405,0,0,2,100,259,0,2,0,0,66,2246,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,164,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,122,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729855,MGYS00001910,36632,213,74235,15,94,111954,126,0,0,0,0,0,281,0,6,0,0,5293,0,0,3,9,6,0,0,0,0,0,5913,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,81,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729856,MGYS00001910,250,22,3312,115,160,84653,421,0,0,0,0,0,171,0,1,0,0,20042,0,0,0,82,326,0,7,0,0,61,2267,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,136,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729857,MGYS00001910,13401,297,15880,60,322,219587,37,0,2,0,0,0,109,0,9,0,0,3768,0,0,1,3,20,0,0,0,0,0,1352,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729858,MGYS00001910,680,17,947,163,292,60608,469,0,0,0,0,0,161,0,2,0,0,11454,0,0,0,22,9,0,0,0,0,57,459,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,108,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729859,MGYS00001910,12365,258,14951,65,322,199717,47,0,0,0,0,0,89,0,11,0,0,3411,0,0,2,1,21,0,0,0,0,1,1245,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729860,MGYS00001910,701,27,995,202,247,63076,517,0,0,0,0,0,142,0,3,0,0,11727,0,0,0,23,12,0,0,0,0,63,477,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,132,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729861,MGYS00001910,12628,251,15141,52,314,204031,52,0,0,0,0,0,99,0,6,0,0,3542,0,0,1,4,16,0,0,0,0,0,1433,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729862,MGYS00001910,819,25,1241,204,355,83132,597,0,0,0,0,0,189,0,6,0,0,15106,0,0,0,32,9,0,2,0,0,69,553,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,44,160,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729863,MGYS00001910,8248,841,8618,23,243,208512,74,0,0,0,0,0,100,0,12,0,0,5458,0,0,0,2,16,0,0,0,0,0,913,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729864,MGYS00001910,216,392,750,72,358,42302,429,0,0,0,0,0,60,0,1,0,0,22275,0,0,0,23,66,0,1,0,0,9,352,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,67,37,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,237,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729865,MGYS00001910,10355,954,10877,31,296,256963,71,0,0,0,0,0,116,0,12,0,0,6798,0,0,1,0,13,0,0,0,0,0,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729866,MGYS00001910,318,504,972,85,502,58388,565,0,0,0,0,0,85,0,4,0,0,30208,0,0,0,36,80,0,0,0,0,17,490,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,71,71,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729867,MGYS00001910,8187,764,8676,30,243,192716,62,0,0,0,0,0,96,0,12,0,0,5513,1,0,0,2,11,0,0,0,0,0,904,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729868,MGYS00001910,372,623,1131,93,558,65361,664,0,0,0,0,0,101,0,6,0,0,33964,0,0,0,41,80,0,6,0,0,12,490,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,79,69,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,380,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729869,MGYS00001910,44094,6441,16255,12,1629,206927,346,0,0,0,0,0,1008,0,67,0,0,18207,0,0,0,11,14,0,0,0,0,0,1678,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,6,58,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729870,MGYS00001910,1267,788,2013,79,1067,62296,572,0,0,0,0,0,168,0,4,0,0,17379,0,0,0,62,42,0,3,0,0,36,878,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,250,122,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,496,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729871,MGYS00001910,34469,5199,12649,12,1240,159285,305,0,0,0,0,0,765,0,43,0,0,13389,0,0,0,2,6,0,0,0,0,0,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729872,MGYS00001910,666,414,799,25,388,25859,341,0,0,0,0,0,66,0,7,0,0,6597,0,0,0,18,12,0,3,0,0,12,742,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,116,22,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729873,MGYS00001910,35169,5449,13097,10,1324,164686,397,0,0,0,0,0,788,0,52,0,0,14822,0,0,0,5,6,0,1,0,0,0,1381,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729874,MGYS00001910,1389,724,1927,74,1014,60835,617,0,0,0,0,0,168,0,4,0,0,16694,0,0,0,39,23,0,4,0,0,34,790,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,222,79,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,462,125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729875,MGYS00001910,35936,11254,13710,59,2016,121254,352,0,0,0,0,0,1851,0,169,0,0,22898,0,0,0,16,53,0,13,0,0,0,1520,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1576,0,0,0,0,0,0,0,0,0,0,0,0,25,13,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,56,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729876,MGYS00001910,620,2858,3015,29,2127,75821,865,0,0,0,0,0,419,0,12,0,0,25099,0,0,2,558,116,0,21,0,0,27,1146,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,701,123,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1554,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729877,MGYS00001910,27331,9892,13232,53,2216,111773,283,0,0,0,0,0,1718,0,119,0,0,22453,0,0,1,22,42,0,7,0,0,2,727,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,11,21,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729878,MGYS00001910,644,2459,2635,31,1801,67290,728,0,0,0,0,0,386,0,22,0,0,22454,0,0,0,500,127,0,14,0,0,33,1063,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,618,101,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729879,MGYS00001910,33940,12381,16718,77,2497,136474,386,0,0,0,0,0,2178,0,179,0,0,28026,0,0,1,26,51,0,6,0,0,1,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,0,0,0,0,0,0,0,0,0,0,0,0,25,27,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,63,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729880,MGYS00001910,778,2913,3246,38,1986,83252,889,0,0,0,0,0,494,0,10,0,0,26366,0,0,0,536,155,0,14,0,0,33,1158,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,785,154,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729881,MGYS00001910,29707,13714,12598,121,3658,138078,480,0,0,0,0,0,4086,0,272,0,0,37837,0,0,0,3,77,0,16,0,0,0,732,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1046,0,0,0,0,0,0,0,0,0,0,0,0,29,15,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,116,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729882,MGYS00001910,1264,1477,2268,75,2333,71875,1049,1,0,0,0,0,760,0,11,0,0,21191,0,0,0,76,80,0,23,0,0,39,1161,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,399,94,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729883,MGYS00001910,22831,10314,9468,87,2629,106233,362,0,0,0,0,0,3002,0,179,0,0,28409,0,0,1,4,72,0,11,0,0,2,578,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729884,MGYS00001910,1047,1364,1937,73,1988,61156,872,0,0,0,0,0,705,0,9,0,0,18523,0,0,0,53,79,0,24,0,0,29,1022,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,423,105,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,449,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729885,MGYS00001910,21536,9662,8662,95,2620,98384,352,0,0,0,0,0,2947,0,181,0,0,26414,0,0,0,11,53,0,23,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,63,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729886,MGYS00001910,1412,1572,2220,67,2212,74821,1055,0,0,0,0,0,826,0,25,0,0,21162,0,0,0,66,71,0,26,0,0,32,1230,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,451,106,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729887,MGYS00001910,0,0,2,1,9,30,6,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2729888,MGYS00001910,174,2,70344,0,1,47849,0,0,0,0,0,0,9,0,0,0,0,153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
