assembly_run_ids,study_id,Euryarchaeota,Acidobacteria,Actinobacteria,Armatimonadetes,Bacteroidetes,Balneolaeota,Caldiserica,Chlamydiae,Chloroflexi,Coprothermobacterota,Cyanobacteria,Deferribacteres,Elusimicrobia,Fibrobacteres,Firmicutes,Fusobacteria,Gemmatimonadetes,Ignavibacteriae,Kiritimatiellaeota,Lentisphaerae,Nitrospirae,Planctomycetes,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Verrucomicrobia,Ascomycota,Basidiomycota,Cryptomycota,Arthropoda,Chordata,Gastrotricha,Mollusca,Nematoda,Rotifera,Apicomplexa,Cercozoa,Ciliophora,Discosea,Endomyxa,Euglenozoa,Evosea,Fornicata,Haptista,Preaxostyla,Rhodophyta,Tubulinea,Chlorophyta,Streptophyta,Crenarchaeota,Parvarchaeota,Aquificae,Caldithrix,Chlorobi,Chrysiogenetes,Dictyoglomi,Thermi,Thermotogae,Calditrichaeota,Annelida,Bacillariophyta,Chytridiomycota,Cnidaria,Euglenida,Microsporidia,Mucoromycota,Phaeophyceae,Platyhelminthes,Porifera,Tardigrada,Zoopagomycota
ERZ3455844,MGYS00005846,3,2,13,0,10,1,0,1,3,0,0,0,0,0,46,1,0,0,2,0,0,0,49,0,2,1,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455860,MGYS00005846,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455873,MGYS00005846,3,6,9,0,20,0,0,0,0,0,0,0,0,0,44,2,0,0,1,0,0,1,31,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455881,MGYS00005846,2,1,7,0,5,0,0,0,2,0,0,0,0,0,30,2,0,0,0,0,0,0,34,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455891,MGYS00005846,1,0,5,0,11,0,0,0,0,0,0,0,1,0,25,2,0,0,0,0,0,0,24,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455896,MGYS00005846,1,0,6,0,15,0,0,0,1,0,0,0,1,0,48,2,0,0,0,0,0,1,53,0,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455847,MGYS00005846,2,1,22,0,18,0,1,0,2,0,0,0,1,0,44,1,0,0,0,0,0,2,61,1,1,3,3,3,0,0,4,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455885,MGYS00005846,3,3,16,0,37,0,1,1,0,0,2,0,3,0,60,4,0,0,1,1,0,0,37,10,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455792,MGYS00005846,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455841,MGYS00005846,1,0,6,0,5,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,24,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455874,MGYS00005846,1,0,5,0,13,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,29,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455875,MGYS00005846,0,0,1,0,7,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455889,MGYS00005846,1,0,3,0,12,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,22,0,0,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455900,MGYS00005846,3,7,18,0,46,0,0,0,4,0,2,0,1,1,98,5,0,0,4,0,0,0,76,10,3,7,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455820,MGYS00005846,1,0,3,0,10,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,30,0,0,1,2,4,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455828,MGYS00005846,2,0,6,0,11,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,0,0,34,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455861,MGYS00005846,5,13,6,0,79,0,1,0,8,0,2,0,0,2,36,4,0,1,2,0,3,8,115,8,2,0,10,0,0,0,3,1,2,1,2,0,0,2,20,1,0,2,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455864,MGYS00005846,0,0,6,0,17,0,0,0,0,0,0,0,2,0,52,1,0,0,0,0,0,1,46,0,2,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455886,MGYS00005846,2,1,10,0,9,0,0,0,1,0,0,0,2,0,50,1,0,0,0,0,0,2,41,0,2,1,3,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455894,MGYS00005846,1,0,13,0,18,0,0,0,0,0,0,0,0,0,31,2,0,0,0,0,0,0,43,0,0,3,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455895,MGYS00005846,3,0,9,0,19,0,0,0,0,0,0,0,1,0,46,1,0,0,0,0,0,2,38,1,0,3,2,1,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455846,MGYS00005846,3,3,19,0,11,0,0,0,4,0,0,0,1,0,57,2,0,0,3,0,0,2,77,0,1,4,4,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455856,MGYS00005846,2,1,16,0,21,1,0,0,1,0,0,0,0,0,42,3,0,0,2,0,0,0,56,0,4,1,3,0,0,0,1,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455899,MGYS00005846,6,8,18,0,8,1,3,2,6,0,0,0,0,0,45,3,0,2,9,1,0,2,51,1,11,1,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455879,MGYS00005846,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455793,MGYS00005846,0,0,2,0,3,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,1,16,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455819,MGYS00005846,1,0,4,0,21,1,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,48,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455848,MGYS00005846,1,0,4,0,11,0,0,0,1,0,0,0,0,0,27,1,0,0,0,0,0,0,35,0,0,3,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455853,MGYS00005846,3,0,10,0,22,1,0,0,1,0,1,0,1,0,36,2,0,0,0,0,0,3,37,0,2,0,6,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455878,MGYS00005846,0,0,2,0,7,0,0,0,0,0,0,0,1,0,20,3,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455804,MGYS00005846,1,0,0,0,2,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455829,MGYS00005846,4,5,11,0,24,0,0,1,2,0,1,0,1,0,40,2,0,0,3,1,0,0,61,9,4,3,6,0,0,0,1,0,0,0,2,0,0,0,4,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455833,MGYS00005846,0,0,3,0,8,0,0,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455840,MGYS00005846,0,0,2,0,2,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,16,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455869,MGYS00005846,2,0,4,0,13,0,0,0,1,0,0,0,0,0,22,1,0,0,0,0,0,0,18,3,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455883,MGYS00005846,3,0,6,0,4,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,28,0,0,0,3,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455893,MGYS00005846,1,0,14,1,24,0,0,0,1,0,0,0,0,0,47,2,0,0,0,0,0,0,53,0,0,4,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455808,MGYS00005846,1,0,11,0,16,0,0,0,0,0,0,0,2,0,41,2,1,0,0,0,0,0,49,0,1,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455890,MGYS00005846,2,0,11,0,14,0,0,0,2,0,0,0,0,0,46,1,0,0,0,0,0,0,37,0,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455897,MGYS00005846,1,0,11,0,19,0,0,0,0,0,0,0,0,0,48,1,0,0,0,0,0,0,53,0,0,5,2,2,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455866,MGYS00005846,1,0,21,0,33,0,0,0,1,0,0,0,0,0,83,3,0,0,1,0,0,3,64,0,1,13,1,3,0,0,2,0,0,0,13,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ3455898,MGYS00005846,4,2,13,0,11,1,0,0,1,0,0,0,0,0,81,2,0,0,2,0,0,1,56,1,4,5,5,1,0,0,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713331,MGYS00001312,481,7,1916,0,4907,0,0,2,35,0,145,0,7,5,13756,4136,9,0,0,8,1,13,81109,22,52,239,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713332,MGYS00001312,12,8,275,0,4309,0,0,2,13,0,5,0,0,0,2344,545,4,0,0,1,1,38,27543,5,21,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725942,MGYS00001312,162,28,3248,6,2909,0,1,8,95,0,23,0,0,3,49585,7488,14,0,0,0,1,118,52512,42,270,321,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725946,MGYS00001312,16,29,403,3,1759,0,0,1,0,0,2,0,0,0,6752,359,0,0,0,0,0,6,9745,2,6,71,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725948,MGYS00001312,5,3,152,0,3733,0,0,0,13,0,3,0,0,4,2180,251,2,0,0,3,0,16,18734,1,28,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725949,MGYS00001312,17,1,89,0,229,0,0,0,0,0,0,0,0,0,1198,100,3,0,0,0,0,1,4271,0,10,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725950,MGYS00001312,323,306,1016,13,7806,0,15,16,234,0,130,0,61,18,16832,133,13,0,0,58,12,54,36086,340,608,405,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725952,MGYS00001312,20,0,195,0,95,0,0,0,2,0,1,0,0,0,1553,86,0,0,0,0,0,2,1238,6,7,29,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713339,MGYS00001312,8,5,87,1,407,0,0,0,5,0,3,0,0,3,2215,672,1,0,0,0,0,3,2629,2,30,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713340,MGYS00001312,14,10,89,3,249,0,3,1,50,0,2,0,0,0,1010,354,0,0,0,1,0,2,1886,1,91,12,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725960,MGYS00001312,8,4,228,3,702,0,0,0,4,0,1,0,0,0,5712,1971,1,0,0,6,0,2,5564,2,68,24,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713342,MGYS00001312,400,28,4647,3,3391,0,16,1,608,0,33,4,0,6,23906,10363,3,0,0,4,0,17,33912,33,182,159,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,14,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725963,MGYS00001312,9,3,200,0,885,0,1,1,24,0,5,0,0,1,2540,370,1,0,0,0,6,5,6238,1,16,32,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713344,MGYS00001312,295,802,656,43,12886,0,13,11,422,0,109,0,17,22,5531,594,37,0,0,6,250,324,31086,561,183,72,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,103,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725965,MGYS00001312,78,1,323,2,864,0,2,1,79,0,7,0,0,0,3463,99,0,0,0,0,0,10,6416,0,95,36,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713346,MGYS00001312,523,22,1266,0,2074,0,0,3,49,0,155,0,70,1,16092,310,1,0,0,6,2,22,7801,28,626,108,3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725966,MGYS00001312,33,3,478,2,2989,0,1,0,26,0,1,0,0,1,4541,9300,2,0,0,1,3,31,15852,1,42,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725968,MGYS00001312,6,4,324,0,257,0,0,1,5,0,3,0,0,2,2924,687,0,0,0,4,0,9,4446,0,52,34,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713349,MGYS00001312,169,21,1465,5,8578,0,13,15,134,0,21,0,2,1,21389,6864,5,0,0,5,0,41,51897,89,72,241,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,1,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713350,MGYS00001312,273,37,3286,6,9702,0,1,1,75,0,16,0,5,2,39899,12710,8,0,0,6,0,62,65166,19,50,612,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713351,MGYS00001312,23,12,471,0,1228,0,0,1,38,0,2,0,1,2,4835,541,2,0,0,1,2,10,5465,4,2,49,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713352,MGYS00001312,16,7,305,0,74021,0,0,0,8,0,2,0,0,0,1720,1847,3,0,0,0,0,25,90518,3,37,42,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713353,MGYS00001312,229,25,1074,1,1742,0,0,4,35,0,311,0,12,16,7098,111,0,0,0,5,1,21,6526,31,164,92,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725971,MGYS00001312,39,10,1179,2,673,0,0,0,72,0,3,0,0,0,5182,610,1,0,0,0,0,114,12801,11,128,54,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713355,MGYS00001312,310,18,3523,1,2142,0,3,0,73,0,96,0,5,1,34655,18586,7,0,0,5,0,80,56712,31,345,473,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713356,MGYS00001312,47,22,1254,3,4437,0,1,1,48,0,8,0,0,0,19357,4097,6,0,0,7,0,48,22476,8,66,142,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713357,MGYS00001312,10,3,88,0,10794,0,0,1,4,0,3,0,0,0,1144,100,1,0,0,0,0,2,53683,0,15,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713358,MGYS00001312,1235,216,1066,47,10457,0,20,0,4826,0,23,0,4,0,5821,90,5,0,0,3,4,133,12397,44,929,35,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713359,MGYS00001312,195,6,824,0,368,0,2,1,95,0,2,0,2,0,4025,57,3,0,0,0,1,9,165653,6,70,148,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725977,MGYS00001312,11,0,131,0,616,0,0,0,2,0,1,0,0,4,1869,961,0,0,0,0,0,9,6535,2,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713361,MGYS00001312,36,17,159,1,516,0,6,0,71,0,5,0,0,3,1576,126,0,0,0,1,1,13,1917,96,65,54,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713362,MGYS00001312,245,326,3599,6,19509,0,10,3,139,0,284,2,51,30,31500,934,4,0,0,34,2,23,27780,408,239,281,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725979,MGYS00001312,25,3,874,1,5385,0,0,1,10,0,16,0,0,2,7330,448,2,0,0,0,0,8,36184,2,20,94,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713364,MGYS00001312,53,8,287,1,9339,0,0,0,10,0,20,0,0,4,7522,1936,4,0,0,3,0,56,25597,20,71,97,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713365,MGYS00001312,12,12,369,5,11620,0,0,1,39,0,4,0,6,1,5750,567,2,0,0,0,0,11,61910,20,9,29,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725984,MGYS00001312,309,3,911,0,405,0,0,5,7,0,14,1,0,1,10616,740,2,0,0,0,1,29,7754,9,25,174,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713367,MGYS00001312,82,164,897,31,23133,0,3,4,330,0,31,0,11,28,7166,2197,13,0,0,8,84,196,79595,112,116,62,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713368,MGYS00001312,60,20,902,4,22329,0,5,1,56,0,15,3,2,3,20012,5815,2,0,0,5,2,47,71396,32,115,181,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1725985,MGYS00001312,248,16,1473,0,2943,0,0,1,91,0,69,0,4,2,13549,979,1,0,0,5,2,30,23571,29,236,152,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713370,MGYS00001312,650,302,1672,4,595,0,400,5,1097,0,50,0,1,4,16931,138,8,0,0,2,9,102,34109,67,2695,50,1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1713371,MGYS00001312,39,3,442,2,945,0,2,1,43,0,10,0,12,2,7702,89,12,0,0,4,0,5,172778,6,33,75,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
