assembly_run_ids,study_id,Methanobacterium,Methanothrix,Methanomassiliicoccus,Lentimicrobium,Pelolinea,Syntrophomonas,Ignavibacterium,Azonexus,Geobacter,Smithella,Syntrophobacter,Methylomonas,Leptonema,Sphaerochaeta,Mesotoga,Pseudotrichomonas,Methanospirillum,Methanosarcina,Bryobacter,Mycobacterium,Fodinicola,Microbacterium,Bacteroides,Proteiniphilum,Petrimonas,Cloacibacterium,Caldisericum,Neochlamydia,Flexilinea,Leptolinea,Longilinea,Hydrogenispora,Clostridium,Dehalobacterium,Romboutsia,Papillibacter,Ruminiclostridium,Syntrophothermus,Solobacterium,Acetonema,Sedimentibacter,Leptotrichia,Prosthecomicrobium,Limnobacter,Zoogloea,Desulfobulbus,Syntrophus,Syntrophorhabdus,Acinetobacter,Moraxella,Tahibacter,Bdellovibrio,Exilispira,Spirochaeta,Treponema,Acetomicrobium,Thermanaerovibrio,Fervidobacterium,Stenotrophobacter,Nocardia,Hyphomicrobium,Pedomicrobium,Thauera,Acidibacter,Cenarchaeum,Nitrosopumilus,Methanobrevibacter,Methanosphaera,Methanocorpusculum,Methanogenium,Methanolinea,Methanosaeta,Methanimicrococcus,Methanococcoides,Methanolobus,Methanomethylovorans,Terriglobus,Geothrix,Acidimicrobium,Iamia,Actinobaculum,Actinomyces,Mobiluncus,Varibaculum,Saccharothrix,Salana,Georgenia,Brevibacterium,Cellulomonas,Demequina,Oerskovia,Corynebacterium,Cryptosporangium,Brachybacterium,Dermacoccus,Dermatophilus,Kineosphaera,Dietzia,Geodermatophilus,Glycomyces,Gordonia,Arsenicicoccus,Intrasporangium,Janibacter,Knoellia,Kytococcus,Lapillicoccus,Marihabitans,Phycicoccus,Serinicoccus,Terracoccus,Tetrasphaera,Jonesia,Kineococcus,Kineosporia,Agrococcus,Agromyces,Clavibacter,Cryocola,Curtobacterium,Frigoribacterium,Frondihabitans,Glaciibacter,Leifsonia,Leucobacter,Mycetocola,Pseudoclavibacter,Rathayibacter,Salinibacterium,Schumannella,Subtercola,Yonghaparkia,Arthrobacter,Citricoccus,Kocuria,Micr_Microbispora,Micrococcus,Nesterenkonia,Rothia,Sinomonas,Actinoplanes,Catenuloplanes,Pilimelia,Virgisporangium,Rhodococcus,Segniliparus,Skermania,Smaragdicoccus,Aeromicrobium,Friedmanniella,Kribbella,Nocardioides,Pimelobacter,Propionicimonas,Streptomonospora,Luteimicrobium,Xylanimicrobium,Luteococcus,Microlunatus,Propionibacterium,Propionimicrobium,Tessaracoccus,Actinomycetospora,Amycolatopsis,Jiangella,Prauserella,Pseudonocardia,Saccharopolyspora,Thermobispora,Rarobacter,Ruania,Sanguibacter,Sporichthya,Streptacidiphilus,Streptomyces,Herbidospora,Stre_Microbispora,Sphaerisporangium,Streptosporangium,Actinoallomurus,Actinomadura,Tsukamurella,Williamsia,Auritibacter,Yaniella,Bifidobacterium,Adlercreutzia,Atopobium,Collinsella,Coriobacterium,Slackia,Euzebya,Conexibacter,Patulibacter,Solirubrobacter,Chthonomonas,Fimbriimonas,Butyricimonas,Paraprevotella,Para_Prevotella,Dysgonomonas,Paludibacter,Parabacteroides,Porphyromonas,Prev_Prevotella,Adhaeribacter,Cytophaga,Dyadobacter,Emticicia,Flectobacillus,Hymenobacter,Leadbetterella,Microscilla,Pontibacter,Rhodocytophaga,Rudanella,Runella,Spirosoma,Flexibacter,Fulvivirga,Persicobacter,Crocinitomix,Fluviicola,Wandonia,Aequorivita,Arenibacter,Capnocytophaga,Cellulophaga,Flavobacterium,Gillisia,Gramella,Imtechella,Kordia,Krokinobacter,Lutaonella,Lutibacter,Mesonia,Myroides,Olleya,Polaribacter,Psychroflexus,Salinimicrobium,Sediminicola,Sufflavibacter,Tenacibaculum,Ulvibacter,Winogradskyella,Chryseobacterium,Elizabethkingia,Riemerella,Wautersiella,Weeksella,Rhodothermus,Chitinophaga,Flavihumibacter,Flavisolibacter,Niabella,Niastella,Parasegitibacter,Sediminibacterium,Segetibacter,Haliscomenobacter,Lewinella,Portibacter,Saprospira,Mucilaginibacter,Pedobacter,Solitalea,Sphingobacterium,Chlamydophila,Criblamydia,Estrella,Parachlamydia,Anaerolinea,Levilinea,Ardenscatena,Caldilinea,Litorilinea,Chloroflexus,Chloronema,Oscillochloris,Kouleothrix,Roseiflexus,Thermobaculum,Acutodesmus,Carteria,Rivularia,Cyanobacterium,Snowella,Leptolyngbya,Pseudanabaena,Acaryochloris,Alicyclobacillus,Anaerobacillus,Bacillus,Ornithinibacillus,Pontibacillus,Virgibacillus,Exiguobacterium,Aneurinibacillus,Brevibacillus,Cohnella,Paenibacillus,Lysinibacillus,Rummeliibacillus,Sporosarcina,Sporolactobacillus,Jeotgalicoccus,Macrococcus,Staphylococcus,Gemella,Aerococcus,Alloiococcus,Facklamia,Carnobacterium,Granulicatella,Trichococcus,Enterococcus,Melissococcus,Vagococcus,Lactobacillus,Fructobacillus,Leuconostoc,Weissella,Lactococcus,Streptococcus,Turicibacter,Fusibacter,Caldicoprobacter,Alkaliphilus,Caloramator,Clostridiisalibacter,Clos_Clostridium,Oxobacter,Proteiniclasticum,Sarcina,Acetobacterium,Anaerofustis,Gracilibacter,Anaerostipes,Blautia,Butyrivibrio,Coprococcus,Dorea,Epulopiscium,Lachnobacterium,Lachnospira,Moryella,Roseburia,Lach_Ruminococcus,Shuttleworthia,Syntrophococcus,Anaerovorax,Mogibacterium,Desulfosporosinus,Pept_Clostridium,Peptostreptococcus,Tepidibacter,Anaerofilum,Rumi_Clostridium,Ethanoligenens,Faecalibacterium,Oscillospira,Rumi_Ruminococcus,Gallicola,Parvimonas,Peptoniphilus,Tepidimicrobium,Acidaminococcus,Anaeromusa,Anaerovibrio,Dialister,Megamonas,Megasphaera,Mitsuokella,Pectinatus,Pelosinus,Phascolarctobacterium,Propionispira,Propionispora,Selenomonas,Sporomusa,Succiniclasticum,Veillonella,Dethiobacter,Caldicellulosiruptor,Allobaculum,Bulleidia,Catenibacterium,Coprobacillus,Erysipelothrix,Eubacterium,Holdemania,Sharpea,Cetobacterium,Fusobacterium,Gemmatimonas,Nitrospira,Thermodesulfovibrio,Anammoxoglobus,Kuenenia,Gemmata,Isosphaera,Nostocoida,Pirellula,Planctomyces,Arthrospira,Asticcacaulis,Brevundimonas,Caulobacter,Mycoplana,Phenylobacterium,Thalassospira,Aurantimonas,Fulvimarina,Martelella,Bartonella,Beijerinckia,Afipia,Balneimonas,Bosea,Bradyrhizobium,Nitrobacter,Brad_Pseudomonas,Ochrobactrum,Paenochrobactrum,Pseudochrobactrum,Devosia,Pannonibacter,Parvibaculum,Polymorphum,Rhodobium,Rhodoplanes,Methylobacterium,Methylopila,Methylosinus,Pleomorphomonas,Aminobacter,Hoeflea,Mesorhizobium,Nitratireductor,Phyllobacterium,Agrobacterium,Blastobacter,Kaistia,Liberibacter,Rhizobium,Shinella,Sinorhizobium,Afifella,Azorhizobium,Blastochloris,Labrys,Xanthobacter,Hirschia,Hyphomonas,Maricaulis,Oceanicaulis,Albidovulum,Albimonas,Amaricoccus,Anaerospora,Jannaschia,Loktanella,Oceanicola,Oceaniovalibus,Octadecabacter,Paracoccus,Phaeobacter,Pseudoruegeria,Rhodobaca,Rhodobacter,Rhodovulum,Roseivivax,Rubellimicrobium,Thalassobacter,Acetobacter,Acidiphilium,Acidisoma,Acet_Gluconacetobacter,Paracraurococcus,Rhodopila,Roseococcus,Roseomonas,Azospirillum,Constrictibacter,Inquilinus,Magnetospirillum,Novispirillum,Phaeospirillum,Rhodospirillum,Rhodovibrio,Roseospira,Skermanella,Telmatospirillum,Orientia,Rickettsia,Wolbachia,Phytophthora,Pythium,Reclinomonas,Victoria,Citromicrobium,Erythrobacter,Erythromicrobium,Lutibacterium,Blastomonas,Kaistobacter,Novosphingobium,Sandaracinobacter,Sphingobium,Sphingomonas,Sphingopyxis,Sphingosinicella,Zymomonas,Achromobacter,Brackiella,Denitrobacter,Kerstersia,Oligella,Pigmentiphaga,Sutterella,Burkholderia,Lautropia,Pandoraea,Salinispora,Acidovorax,Aquabacterium,Aquincola,Azohydromonas,Comamonas,Curvibacter,Delftia,Diaphorobacter,Giesbergeria,Hydrogenophaga,Hylemonella,Lampropedia,Leptothrix,Limnohabitans,Methylibium,Mitsuaria,Paucibacter,Pelomonas,Polaromonas,Ramlibacter,Rhodoferax,Roseateles,Rubrivivax,Schlegelella,Simplicispira,Tepidimonas,Thiomonas,Variovorax,Verminephrobacter,Xenophilus,Xylophilus,Collimonas,Cupriavidus,Herbaspirillum,Herminiimonas,Janthinobacterium,Massilia,Oxalobacter,Paucimonas,Polynucleobacter,Ralstonia,Telluria,Gallionella,Thiobacillus,Methylobacillus,Methylotenera,Aquaspirillum,Chitinibacter,Chitinimonas,Conchiformibius,Deefgea,Eikenella,Elbe,Kingella,Microvirgula,Neisseria,Silvimonas,Vitreoscilla,Vogesella,Nitrosomonas,Nitrosospira,Nitrosovibrio,Procabacter,Azoarcus,Azospira,Azovibrio,Dechloromonas,Georgfuchsia,Hydrogenophilus,Methyloversatilis,Propionivibrio,Rhodocyclus,Sterolibacterium,Sulfuritalea,Uliginosibacterium,Thiobacter,Tremblaya,Bacteriovorax,Peredibacter,Desulfarculus,Desulfobacter,Desulfococcus,Desulfofrigus,Nitrospina,Desulfovermiculus,Desulfomicrobium,Bilophila,Desulfovibrio,Cystobacter,Anaeromyxobacter,Corallococcus,Myxococcus,Nannocystis,Plesiocystis,Aetherobacter,Byssovorax,Chondromyces,Polyangium,Sorangium,Desulfobacca,Desulfomonile,Arcobacter,Sulfurospirillum,Helicobacter,Sulfuricurvum,Sulfurimonas,Acidithiobacillus,Aeromonas,Oceanimonas,Tolumonas,Succinatimonas,Succinivibrio,Alteromonas,Cellvibrio,Marinimicrobium,Marinobacter,Alkalimonas,Rheinheimera,Thalassomonas,Idiomarina,Pseudidiomarina,Congregibacter,Psychromonas,Shewanella,Allochromatium,Chromatium,Marichromatium,Thiodictyon,Thiorhodococcus,Ectothiorhodospira,Halorhodospira,Thioalkalivibrio,Thiorhodospira,Halothiobacillus,Thiofaba,Baumannia,Citrobacter,Cronobacter,Dickeya,Edwardsiella,Enterobacter,Erwinia,Ente_Gluconacetobacter,Hafnia,Klebsiella,Pantoea,Plesiomonas,Pragia,Serratia,Trabulsiella,Xenorhabdus,Yersinia,Aquicella,Coxiella,Rickettsiella,Legionella,Tatlockia,Crenothrix,Methylobacter,Methylocaldum,Methylococcus,Methylomicrobium,Methylosarcina,Alcanivorax,Hahella,Halomonas,Marinomonas,Neptunomonas,Oleiphilus,Reinekea,Saccharospirillum,Actinobacillus,Aggregatibacter,Chelonobacter,Haemophilus,Mannheimia,Necropsobacter,Agitococcus,Alkanindiges,Enhydrobacter,Perlucidibaca,Psychrobacter,Azomonas,Azotobacter,Pseu_Pseudomonas,Serpens,Piscirickettsia,Thiomicrospira,Cocleimonas,Thiopilula,Thioploca,Thiothrix,Pseudoalteromonas,Aliivibrio,Photobacterium,Vibrio,Hydrocarboniphaga,Nevskia,Steroidobacter,Aquimonas,Arenimonas,Dokdonella,Luteibacter,Luteimonas,Lysobacter,Pseudoxanthomonas,Rhodanobacter,Stenotrophomonas,Thermomonas,Xanthomonas,Mariprofundus,Leptospira,Turneriella,Thermoanaerovibrio,Deinococcus,Meiothermus,Thermus,Petrotoga,Opitutus,Coraliomargarita,Pedosphaera,Chthoniobacter,Akkermansia,Luteolibacter,Prosthecobacter,Verrucomicrobium,Haloarcula,Halobacteriaceae,Halobacteriales,Halobaculum,Halococcus,Haloferax,Halogeometricum,Halorientalis,Halosimplex,Haloterrigena,Natronomonas,Methanocalculus,Methanoculleus,Methanofollis,Methanoplanus,Acidobacterium,Edaphobacter,Arcanobacterium,Trueperella,Actinopolyspora,Actinoalloteichus,Actinokineospora,Kibdelosporangium,Lentzea,Beutenbergia,Actinotalea,Dermabacter,Devriesea,Helcobacillus,Piscicoccus,Frankia,Kaistibacter,Blastococcus,Modestobacter,Millisia,Kribbia,Oryzihumus,Acaricomes,Renibacterium,Zhihengliuella,Couchioplanes,Solwaraspora,Actinopolymorpha,Nocardiopsis,Thermobifida,Cellulosimicrobium,Promicromonospora,Aestuariimicrobium,Brooklawnia,Saccharomonospora,Sciscionella,Nonomuraea,Aeriscardovia,Bombiscardovia,Gardnerella,Scardovia,Eggerthella,Cori_Enterococcus,Rubrobacter,Aquifex,Armatimonas,Mari_Cytophaga,Ruminofilibacter,Odoribacter,Tannerella,Alistipes,Rikenella,Algoriphagus,Aquiflexum,Nitritalea,Cyto_Cytophaga,Larkinella,Siphonobacter,Sporocytophaga,Flexithrix,Reichenbachiella,Roseivirga,Cryomorpha,Aquimarina,Aureitalea,Bizionia,Croceimarina,Gaetbulibacter,Gelidibacter,Maribacter,Nonlabens,Robiginitalea,Subsaxibacter,Tamlana,Zhouia,Ornithobacterium,Balneola,Rubricoccus,Salinibacter,Ferruginibacter,Terrimonas,Rubidimonas,Olivibacter,Parapedobacter,Caldithrix,Fritschea,Simkania,Waddlia,Chlorobaculum,Chlorobium,Pelodictyon,Chloroherpeton,Bellilinea,Chlamydomonas,Dunaliella,Haematococcus,Coccomyxa,Anabaena,Cylindrospermopsis,Gloeotrichia,Nodularia,Nostoc,Tolypothrix,Toxopsis,Scytonema,Calothrix,Microcystis,Chroococcidiopsis,Gloeocapsopsis,Pleurocapsa,Microcoleus,Phormidium,Planktothrix,Symploca,Halomicronema,Prochlorococcus,Synechococcus,Denitrovibrio,Geovibrio,Fibrobacter,Kyrpidia,Alkalibacillus,Anoxybacillus,Baci_Bacillus,Geobacillus,Gracilibacillus,Halalkalibacillus,Lentibacillus,Marinibacillus,Marinococcus,Natribacillus,Natronobacillus,Oceanobacillus,Salimicrobium,Salirhabdus,Salsuginibacillus,Terribacillus,Thalassobacillus,Brochothrix,Listeria,Pasteuria,Chryseomicrobium,Paenisporosarcina,Planococcus,Planomicrobium,Solibacillus,Plan_Staphylococcus,Ureibacillus,Viridibacillus,Spor_Bacillus,Pullulanibacillus,Scopulibacillus,Salinicoccus,Stap_Staphylococcus,Thermicanus,Desmospora,Laceyella,Marina,Mechercharimyces,Planifilum,Seinonella,Thermoactinomyces,Thermoflavimicrobium,Abiotrophia,Alkalibacterium,Marinilactibacillus,Desemzia,Ente_Enterococcus,Pediococcus,Oenococcus,Acidaminobacter,Guggenheimella,Christensenella,Thermoanaerobacterium,Alkalibacter,Lutispora,Catonella,Lach_Clostridium,Oribacterium,Desulfonispora,Desulfotomaculum,Desulfurispora,Pelotomaculum,Peptococcus,Sporotomaculum,Filifactor,Anaerotruncus,Anaerococcus,Finegoldia,Helcococcus,Succinispira,Halanaerobium,Natranaerobius,Caldanaerobacter,Thermoanaerobacter,Coprothermobacter,Propionigenium,Sebaldella,Streptobacillus,Victivallis,Singulisphaera,Rhodopirellula,Chelatococcus,Cohaesibacter,Ensifer,Ancylobacter,Methylorhabdus,Antarcticicola,Dinoroseobacter,Donghicola,Oceanicella,Palleronia,Pseudoroseobacter,Salipiger,Acidisphaera,Acidocella,Acidomonas,Craurococcus,Neoasaia,Rhodovarius,Rhodovastum,Swaminathania,Elstera,Endolissoclinum,Nisaea,Oceanibaculum,Neorickettsia,Abies,Acanthamoeba,Carludovica,Chrysodidymus,Citrullus,Helosis,Nelumbo,Ochromonas,Phaeoceros,Podophyllum,Pseudotsuga,Saprolegnia,Vermamoeba,Alcaligenes,Candidimonas,Paralcaligenes,Burk_Thiomonas,Alicycliphilus,Brachymonas,Coma_Thiomonas,Methylovorus,Andreprevotia,Aquitalea,Bergeriella,Chitinilyticum,Chromobacterium,Formivibrio,Gulbenkiania,Pseudogulbenkiania,Leeia,Denitratisoma,Petrobacter,Desulfobotulus,Desulfofaba,Desulfotalea,Desulfohalobium,Desulfonatronospira,Desulfonatronovibrio,Lawsonia,Haliangium,Phaselicystis,Campylobacter,Flexispira,Caminibacter,Oceanisphaera,Zobellella,Anaerobiospirillum,Ruminobacter,Agarivorans,Gilvimarinus,Glaciecola,Microbulbifer,Porticoccus,Simiduia,Alte_Spongiibacter,Teredinibacter,Alishewanella,Ferrimonas,J115_Spongiibacter,Moritella,Haliea,Cardiobacterium,Dichelobacter,Halochromatium,Nitrosococcus,Thiobaca,Thiocapsa,Thiohalocapsa,Thiolamprovum,Thiorhodovibrio,Thiovirga,Aquamonas,Arsenophonus,Brenneria,Buchnera,Ecksteinia,Escherichia,Ewingella,Ishikawaella,Kleidoceria,Leminorella,Morganella,Photorhabdus,Profftia,Proteus,Providencia,Purcelliella,Rahnella,Raoultella,Salmonella,Samsonia,Schneideria,Shigella,Sodalis,Steffania,Ente_Stenotrophomonas,Thorsellia,Caedibacter,Fangia,Francisella,Nebulobacter,Marinicella,Chromohalobacter,Cobetia,Haererehalobacter,Kushneria,Amphritea,Balneatrix,Bermanella,Marinobacterium,Neptuniibacter,Nitrincola,Oceanospirillum,Oleibacter,Pseudospirillum,Avibacterium,Bibersteinia,Gallibacterium,Nicoletella,Pasteurella,Phocoenobacter,Volucribacter,Azorhizophilus,Salinisphaera,Methylophaga,Allobeggiatoa,Beggiatoa,Leucothrix,Pseu_Vibrio,Enterovibrio,Grimontia,Listonella,Salinivibrio,Vibr_Vibrio,Aspromonas,Fulvimonas,Ignatzschineria,Silanimonas,Xant_Stenotrophomonas,Wohlfahrtiimonas,Spironema,Aminiphilus,Anaerobaculum,Jonquetella,Pyramidobacter,Synergistes,Acholeplasma,Mycoplasma,Deinobacterium,Truepera,Geotoga,Kosmotoga,Puniceicoccus,Persicirhabdus
OFEK01,MGYS00002316,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERZ724020,MGYS00003512,1.0,0,0,0,1.0,3.0,0,0,0,0,2.0,0,0,0,0,0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
