assembly_run_ids,study_id,Euryarchaeota,Actinobacteria,Bacteroidetes,Chloroflexi,Elusimicrobia,Firmicutes,Fusobacteria,Nitrospirae,Planctomycetes,Proteobacteria,Spirochaetes,Tenericutes,Verrucomicrobia,Ascomycota,Basidiomycota,Arthropoda,Chordata,Mollusca,Nematoda,Rotifera,Cercozoa,Ciliophora,Euglenozoa,Heterolobosea,Tubulinea,Streptophyta,Crenarchaeota,Nanoarchaeota,Thaumarchaeota,Acidobacteria,Aquificae,Armatimonadetes,Balneolaeota,Caldiserica,Calditrichaeota,Chlamydiae,Chlorobi,Chrysiogenetes,Cyanobacteria,Deferribacteres,Fibrobacteres,Gemmatimonadetes,Ignavibacteriae,Kiritimatiellaeota,Lentisphaerae,Nitrospinae,Rhodothermaeota,Synergistetes,Thermodesulfobacteria,Thermotogae,Annelida,Apicomplexa,Bacillariophyta,Blastocladiomycota,Brachiopoda,Bryozoa,Chlorophyta,Chromerida,Chytridiomycota,Cnidaria,Colponemidia,Cryptomycota,Echinodermata,Entoprocta,Entorrhizomycota,Euglenida,Eustigmatophyceae,Gastrotricha,Gnathostomulida,Haplosporidia,Hemichordata,Microsporidia,Mucoromycota,Phaeophyceae,Picozoa,Pinguiophyceae,Placozoa,Platyhelminthes,Porifera,Priapulida,Tardigrada,Xanthophyceae,Xenacoelomorpha,Zoopagomycota,Parvarchaeota,Caldithrix
ERR2683118,MGYS00003139,1481,3175,7038,228,22,32392,5044,15,36,25010,172,603,614,401,170,5981,19,0,494,36,0,0,0,0,0,279,0,0,4,128,0,5,0,15,1,31,2,0,96,3,34,31,8,53,23,0,0,280,2,0,1,5,0,0,0,0,11,0,1,5,0,7,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,31,0,0,0,0,0,0,0,0
ERR2683121,MGYS00003139,1589,952,3273,2416,35,6853,46,5,332,3043,226,551,460,22,2,28,8,0,37,2,0,0,0,0,0,43,47,0,1,561,0,516,1,303,17,239,19,0,95,3,12,5,445,798,31,2,0,283,1,3,0,6,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683124,MGYS00003139,324,874,12759,1470,73,9729,95,42,259,6679,558,1051,855,27,2,155,0,0,52,11,0,0,0,0,0,15,6,0,1,331,0,51,0,258,18,791,1,0,160,1,21,12,135,2183,198,3,0,1889,0,10,0,2,0,0,0,0,1,0,0,0,6,1,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0
ERR2683128,MGYS00003139,346,3657,18126,357,34,18226,86,3,49,23418,250,1733,357,26,11,825,22,0,81,12,0,0,0,0,0,110,0,0,2,124,0,9,0,10,0,21,21,0,142,2,67,7,41,76,10,0,2,104,0,13,20,9,15,0,0,0,1,0,6,0,0,3,1,0,0,3,0,1,0,0,0,13,4,1,0,0,0,29,0,0,0,0,3,8,0,0
ERR2683129,MGYS00003139,304,6477,9120,192,22,36822,78,2,13,9659,147,2081,283,21,15,19,52,0,66,0,0,0,0,0,0,39,1,0,0,79,0,8,0,5,0,11,9,0,92,0,42,3,5,32,42,0,0,46,0,4,1,2,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
ERR2683133,MGYS00003139,626,9775,3779,173,5,28013,291,5,84,10340,85,275,549,133,31,347,12,0,1006,17,0,0,0,0,0,59,0,0,7,72,0,3,0,0,0,49,1,0,34,0,28,17,5,19,3,0,0,344,0,0,2,6,2,1,0,0,12,0,2,0,0,33,0,0,0,2,2,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1,1,0,0
ERR2683136,MGYS00003139,157,1753,4683,717,2,9350,1170,6,148,11462,50,190,449,87,4,8,8,0,137,21,0,0,0,0,0,12,1,0,0,210,0,36,0,9,0,18,2,0,27,0,15,48,110,118,6,0,0,200,0,9,1,0,0,0,0,0,6,0,0,0,0,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ERR2683137,MGYS00003139,431,2987,3644,516,3,21919,3278,3,48,21141,44,443,425,1194,5,76,11,0,1958,20,0,0,0,0,0,111,1,0,0,60,0,39,0,5,0,71,0,0,29,0,16,13,14,62,6,0,0,377,0,5,5,1,1,0,0,0,13,0,3,3,0,23,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0
ERR2683138,MGYS00003139,411,3461,4393,188,2,43786,3090,11,58,24236,33,866,910,49,7,89,570,0,1371,9,0,0,0,0,0,98,1,0,0,49,0,33,0,1,0,53,0,0,20,2,20,10,14,136,21,0,0,1051,0,5,1,1,0,0,0,0,1,0,3,0,0,10,0,0,0,1,0,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683140,MGYS00003139,130,1570,7713,821,19,20000,114,36,122,23231,356,323,801,13,0,8,0,0,41,15,0,0,0,0,0,8,0,0,0,451,0,36,1,36,0,173,0,0,215,10,13,8,88,408,50,4,0,2475,0,7,0,0,37,0,0,0,20,0,5,0,0,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ERR2683141,MGYS00003139,63,1075,7479,60,44,22843,855,5,115,58913,90,109,456,41,234,25,19,0,156,218,0,0,0,0,0,471,0,0,0,73,0,79,0,3,2,9,0,0,21,0,33,7,16,32,19,0,0,72,0,0,0,1,0,2,0,0,2,0,2,0,0,3,0,0,0,59,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683143,MGYS00003139,259,5243,2249,52,2,26992,4920,1,26,49329,13,428,380,155,24,39,4,0,385,4,0,0,0,0,0,30,0,0,0,32,0,2,0,3,1,20,0,0,19,0,11,61,7,16,1,0,0,521,0,7,0,4,0,0,0,0,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
ERR2683144,MGYS00003139,387,1757,6148,84,7,22921,1932,4,36,30712,25,218,361,249,12,36,11,1,977,35,0,0,0,0,0,144,0,0,0,46,0,14,0,2,0,17,0,0,13,0,24,13,6,24,4,1,0,200,0,2,1,1,0,0,0,0,4,0,1,0,0,7,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683145,MGYS00003139,139,2248,7095,117,11,20845,331,6,28,29961,159,100,358,39,22,94,18,1,117,40,0,0,0,0,0,39,1,0,0,183,0,9,0,16,0,40,1,0,14,0,22,8,18,52,19,0,0,486,0,1,3,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0
ERR2683146,MGYS00003139,96,1329,20505,509,27,4349,328,36,360,39995,140,67,1612,26,11,54,7,1,1066,683,0,0,0,0,0,25,0,0,0,191,0,12,0,3,0,98,2,0,141,0,89,111,423,81,15,0,0,123,0,15,1,4,0,0,0,0,6,0,9,1,0,223,0,0,0,3,0,9,0,0,0,0,1,1,0,0,0,0,0,0,8,0,1,38,0,0
ERR2683147,MGYS00003139,208,3732,5361,427,3,22626,3684,0,74,21621,89,175,405,587,29,207,25,2,732,95,0,0,0,0,0,85,1,0,0,120,0,12,0,19,4,66,5,0,19,0,16,97,40,202,6,0,2,203,0,8,4,0,1,0,0,0,26,0,7,2,0,8,0,0,0,10,2,2,0,0,0,1,2,4,0,0,0,2,0,0,12,0,0,2,0,0
ERR2683160,MGYS00003139,828,2814,2936,675,2,28627,537,5,74,20674,78,353,935,180,6,864,29,0,298,10,0,0,0,0,0,260,1,0,0,65,0,19,0,9,7,47,1,0,72,11,22,44,16,56,3,0,0,549,0,1,3,1,0,0,0,0,4,0,1,0,0,10,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,2,0,0
ERR2683170,MGYS00003139,34,789,4979,287,0,2394,187,42,2,112293,23,15,30,107,1,56,3,0,15,2,0,0,0,0,0,7,0,0,0,175,0,13,0,17,1,6,0,0,2,0,0,6,4,18,1,0,0,68,2,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5,0,0
ERR2683172,MGYS00003139,214,6678,5214,109,5,59645,287,2,23,21932,57,378,289,84,2,37,3,0,115,11,0,0,0,0,0,25,0,0,0,49,0,9,0,8,1,12,0,0,30,0,19,12,27,36,6,0,0,147,0,2,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683173,MGYS00003139,790,4970,8670,96,6,41028,1859,9,46,14488,89,882,572,151,4,298,16,3,3291,99,0,0,0,0,0,184,0,0,0,26,0,10,0,1,0,25,2,0,62,0,50,54,11,37,17,0,0,251,0,0,224,5,9,1,0,0,10,0,12,0,0,15,0,0,0,2,1,1,0,0,0,5,2,0,0,0,0,2,0,0,0,0,0,1,0,0
ERR2683174,MGYS00003139,1560,4097,6287,904,8,31158,521,33,37,11978,157,368,483,371,12,28,19,0,274,9,0,0,0,0,0,210,1,0,0,95,0,21,0,10,1,30,0,0,24,0,24,68,17,356,9,0,0,666,0,6,5,1,0,2,0,0,10,0,4,0,0,15,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683177,MGYS00003139,137,1247,5242,23,7,13833,1168,16,9,17947,56,181,301,75,5,47,31,0,676,64,0,0,0,0,0,34,0,0,0,18,0,0,0,0,0,15,0,0,38,0,33,5,12,22,12,0,0,95,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2683179,MGYS00003139,107,1798,2495,91,5,20427,419,37,17,80748,65,151,81,48,2,27,5,0,33,1,0,0,0,0,0,60,0,0,0,37,0,4,0,4,0,53,0,0,51,3,14,11,27,39,7,0,0,67,0,2,0,0,0,0,0,0,29,0,1,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ERR2683186,MGYS00003139,504,5069,5274,318,6,25440,327,4,38,12852,200,333,281,183,50,61,64,1,211,72,0,0,0,0,0,995,1,0,0,210,0,15,0,19,4,46,2,0,18,0,45,25,14,76,13,0,0,172,0,0,24,10,3,2,1,0,26,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,3,0,0
ERR2683188,MGYS00003139,467,1484,5323,391,2,11526,172,3,116,40453,65,58,239,20,4,3011,141,0,214,19,0,0,0,0,0,33,1,0,2,375,0,24,0,172,1,329,0,0,60,3,7,8,50,52,1,0,0,447,0,5,0,4,0,1,0,0,15,0,1,0,0,22,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,326,0,0
ERR2683189,MGYS00003139,209,1866,4027,119,4,14385,3861,11,55,26356,48,108,342,545,22,84,16,1,365,8,0,0,0,0,0,386,0,0,1,89,0,18,0,16,2,19,0,0,22,0,22,9,25,35,6,0,0,284,0,1,6,4,1,0,0,0,12,0,3,0,0,20,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,4,0,0
ERR2683191,MGYS00003139,270,7466,4582,130,11,29415,807,7,43,34133,76,166,435,69,63,37,30,1,86,93,0,0,0,0,0,48,2,0,8,109,0,6,0,9,0,64,0,0,53,4,22,5,60,51,6,0,0,459,0,2,17,1,5,4,0,0,11,0,1,0,0,14,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,1,0,0
ERR2683192,MGYS00003139,149,1710,8811,4018,64,17573,610,191,378,15853,174,275,633,37,7,62,36,0,115,10,0,0,0,0,0,59,0,2,2,602,0,38,0,22,28,20,10,0,81,0,343,35,251,99,32,0,0,170,0,13,1,1,1,2,0,0,2,0,4,0,0,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ERR2683193,MGYS00003139,139,1662,4919,252,9,7919,260,11,57,69288,163,65,281,31,19,57,105,0,151,27,0,0,0,0,0,36,0,0,0,157,0,31,0,35,0,60,1,0,27,3,45,6,40,99,17,0,0,100,0,3,5,1,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
ERR2683194,MGYS00003139,38,531,2042,26,5,3496,150,2,7,65198,20,37,44,23,4,30,411,0,82,13,0,0,0,0,0,40,0,0,0,28,0,4,0,3,0,17,0,0,6,0,1,6,7,8,0,1,0,55,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,4,0,0
ERR2683195,MGYS00003139,164,4553,2697,541,1,15566,267,12,59,53956,79,108,766,20,6,48,2,0,113,12,0,0,0,0,0,47,1,0,0,427,0,26,0,82,3,102,1,0,88,1,10,6,54,149,7,0,3,488,0,0,2,0,1,0,0,0,4,0,1,0,0,20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683196,MGYS00003139,143,3684,10592,139,4,16309,5741,5,54,43323,39,87,475,126,8,93,7,0,203,15,0,0,0,0,0,53,2,0,0,161,0,9,0,5,0,40,2,0,17,0,11,13,38,131,4,0,0,389,0,5,2,0,0,1,0,0,13,0,1,0,1,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
ERR2683199,MGYS00003139,216,1364,5773,445,13,8274,592,16,100,13298,165,239,496,13,2,7,5,0,87,9,0,0,0,0,0,44,0,0,0,847,0,55,0,10,1,8,0,0,56,1,220,24,153,52,6,0,0,173,0,1,5,0,0,0,0,0,6,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0
ERR2683200,MGYS00003139,50,670,23172,69,23,17405,2195,42,14,86374,180,166,303,18,0,10,4,0,19,3,0,0,0,0,0,5,0,0,0,75,0,3,1,0,0,8,8,0,61,3,296,0,28,50,45,0,0,111,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ERR2683203,MGYS00003139,157,2655,4235,137,6,38429,3079,5,29,43981,25,446,315,75,14,44,9,0,803,9,0,0,0,0,0,34,1,0,0,78,0,1,0,6,0,13,5,0,12,1,23,147,6,57,5,0,0,341,0,0,1,0,0,0,0,0,11,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ERR2683204,MGYS00003139,24,148,663,33,0,4609,379,1,6,92456,8,12,26,11,1,6,0,0,26,4,0,0,0,0,0,11,0,0,0,14,0,0,0,1,0,9,0,0,6,0,3,0,10,15,2,0,0,377,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683205,MGYS00003139,27,110,526,31,3,4643,114,0,5,88170,8,6,22,6,0,18,2,0,17,0,0,0,0,0,0,8,0,0,0,12,0,0,0,1,0,5,0,0,4,0,7,1,2,14,4,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ERR2683208,MGYS00003139,17,107,617,32,1,4390,117,2,11,63306,3,12,50,7,0,3,1,0,35,2,0,0,0,0,0,4,0,0,0,17,0,2,0,0,0,7,0,0,9,1,2,0,4,39,1,0,0,665,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683211,MGYS00003139,3868,1058,8793,1457,15,19715,94,11,185,4417,517,460,1239,10,4,34,4,0,39,13,0,0,0,0,0,40,32,0,0,240,0,127,0,51,4,87,1,0,41,4,49,6,165,759,37,0,0,2872,0,241,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683213,MGYS00003139,155,2792,3075,122,2,21261,3747,5,37,15330,11,374,534,135,1,24,8,6,183,3,0,0,0,0,0,14,0,0,0,48,0,22,0,2,0,22,0,0,7,0,15,12,22,14,2,0,0,289,0,1,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0
ERR2683214,MGYS00003139,188,3002,9342,645,15,27131,960,2,74,44363,46,165,845,24,2,29,3,0,85,5,0,0,0,0,0,16,0,0,0,91,0,78,0,3,0,45,4,0,25,0,22,40,50,160,4,0,0,3280,0,0,0,0,0,0,0,0,2,0,6,0,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683215,MGYS00003139,36,892,1337,47,0,3250,383,0,4,78968,12,42,58,3,1,25,4,0,34,2,0,0,0,0,0,6,1,0,0,16,3,4,0,2,0,17,0,0,6,0,3,3,245,8,3,0,0,152,0,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683218,MGYS00003139,143,1926,6838,72,1,12959,2303,8,39,24661,16,216,383,112,8,69,2,0,914,62,0,0,0,0,0,11,0,0,0,47,0,21,0,0,0,16,1,2,9,0,12,23,20,27,5,0,0,77,0,0,0,0,0,0,0,0,4,0,1,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,2,0,0
ERR2683219,MGYS00003139,837,2492,5082,436,11,25850,2016,4,125,24803,105,355,685,75,6,82,7,0,971,231,0,0,0,0,0,55,3,0,0,89,0,26,1,12,2,77,0,0,30,1,24,53,33,202,24,0,0,814,0,454,1,2,1,0,0,0,2,0,1,1,0,51,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0
ERR2683220,MGYS00003139,597,7063,5812,160,1,56126,3796,6,47,21131,55,1193,1737,249,9,59,15,0,1178,29,0,0,0,0,0,72,0,0,0,76,0,16,1,8,1,32,0,0,20,1,16,72,26,70,7,1,0,198,0,10,1,4,0,1,0,0,12,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0
ERR2683221,MGYS00003139,593,2112,6169,94,22,16233,1427,3,66,23989,195,142,426,213,76,206,9,2,1238,29,0,0,0,0,0,62,0,0,0,148,0,7,0,19,0,25,0,0,46,0,119,11,32,41,24,1,0,105,0,0,9,4,0,2,0,0,16,0,0,0,0,10,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,3,0,0,2,0,0,0,0,0
ERR2683222,MGYS00003139,265,2375,5304,146,2,15741,2116,18,33,33812,38,130,330,137,5,76,4,0,559,56,0,0,0,0,0,37,0,0,2,59,0,6,1,1,0,15,0,0,160,0,7,28,24,31,3,0,0,127,0,0,35,0,1,3,0,0,6,0,3,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ERR2683223,MGYS00003139,174,2198,4322,149,6,21412,1501,2,62,31364,49,94,315,116,4,18,3,0,198,20,0,0,0,0,0,24,0,0,0,106,0,44,0,4,1,20,1,0,15,1,31,9,34,58,5,0,0,291,0,0,3,0,1,1,0,0,13,0,0,0,0,9,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ERR2683225,MGYS00003139,116,863,6889,139,1,10663,2521,8,28,30704,42,94,209,170,4,145,2,0,1135,34,0,0,0,0,0,38,0,0,0,82,0,3,0,14,0,58,5,0,5,0,10,25,5,39,6,0,0,218,0,6,4,0,0,0,0,0,2,0,2,0,0,203,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ERR2683227,MGYS00003139,1231,5948,3968,588,42,36842,1309,5,113,15478,423,805,2492,97,10,269,2160,9,574,8,0,0,0,0,0,125,5,0,4,458,0,22,0,1,0,122,5,0,92,3,74,6,13,880,46,0,0,2969,0,5,0,9,0,0,0,0,46,0,0,0,0,36,4,0,0,2,1,0,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0,2,0,0
ERR2683228,MGYS00003139,363,2171,3164,71,6,27077,3786,11,20,20175,33,276,465,145,2,139,14,0,494,37,0,0,0,0,0,76,1,0,0,39,0,5,0,6,0,12,2,0,14,1,25,55,12,33,3,0,0,353,0,0,2,1,0,0,0,0,1,0,0,0,0,16,0,0,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
ERR2683231,MGYS00003139,328,2038,5375,153,2,20312,3508,1,37,22675,38,156,318,285,4,45,4,0,185,8,0,0,0,0,0,242,0,0,0,56,0,12,0,4,0,13,2,0,8,0,34,19,26,40,21,0,0,408,0,0,0,0,0,0,0,0,1,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ERR2683232,MGYS00003139,115,1423,9008,153,3,10851,1262,6,68,23269,86,173,269,150,7,68,5,0,516,18,0,0,0,0,0,13,0,0,0,98,0,20,0,1,0,37,2,0,11,1,94,30,33,46,14,0,0,158,0,0,0,0,1,1,0,0,5,0,6,0,0,101,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,3,0,0
ERR2683233,MGYS00003139,186,2047,4371,177,7,17852,3001,3,41,35018,40,163,391,196,4,7,4,1,123,8,0,0,0,0,0,24,2,0,0,87,0,13,0,8,0,37,0,0,8,1,10,14,31,22,14,0,0,278,0,0,0,2,0,0,0,0,1,0,2,1,0,21,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ERR2683238,MGYS00003139,1126,8379,6175,409,41,51731,581,8,107,26815,176,1077,1673,117,22,350,17,0,633,18,0,0,0,0,0,427,0,0,4,185,0,10,0,11,0,44,4,0,137,1,39,46,7,241,52,0,0,407,0,0,3,12,2,0,0,0,36,0,0,0,0,10,0,0,0,1,0,3,0,0,0,0,5,0,0,0,0,73,0,0,0,0,0,1,0,0
ERR2683241,MGYS00003139,80,821,1928,100,1,8166,376,1,23,159708,18,44,290,28,3,35,23,0,325,12,0,0,0,0,0,21,0,0,0,53,0,2,0,3,1,20,1,0,23,2,10,5,1,28,0,0,0,283,0,7,0,1,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
ERR2683244,MGYS00003139,169,1443,8267,151,5,15315,2057,17,104,33070,36,185,339,93,4,228,8,1,418,36,0,0,0,0,0,52,0,0,0,63,0,44,0,5,1,20,1,0,19,2,15,34,18,42,1,0,2,265,0,3,4,0,0,0,0,0,7,0,2,0,0,11,0,0,0,2,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0
ERR2683245,MGYS00003139,182,2089,6649,776,38,16550,883,50,657,29409,134,120,711,52,1,11,27,2,348,222,0,0,0,0,0,40,0,0,0,626,0,114,0,12,4,230,22,0,41,3,76,49,317,165,10,0,1,413,0,0,5,0,0,0,0,0,18,0,12,2,0,57,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0
ERR2683246,MGYS00003139,552,970,37078,735,79,22993,2371,20,84,18280,848,2528,446,21,2,6,0,0,52,2,0,0,0,0,0,1,2,2,2,306,0,14,0,42,0,49,2,2,99,1,50,46,147,369,144,0,0,421,0,36,0,0,0,0,0,0,24,0,1,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ERR2683249,MGYS00003139,171,1067,5385,172,3,24774,2493,9,30,28572,40,104,329,240,4,21,5,0,313,5,0,0,0,0,0,63,0,0,0,63,0,8,0,1,0,27,33,0,12,0,15,70,11,63,4,0,0,327,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
ERR2683251,MGYS00003139,433,2620,8522,267,2,42867,2740,6,56,27854,110,608,661,207,9,81,5,0,588,34,0,0,0,0,0,159,0,0,0,63,1,23,0,3,0,39,0,0,34,0,20,48,14,122,8,0,0,642,0,1,1,0,0,0,0,0,4,0,0,0,0,9,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683252,MGYS00003139,182,1536,5303,242,10,24559,1213,9,33,17385,154,506,662,62,1,31,4,0,620,5,0,0,0,0,0,52,1,0,0,75,0,9,0,0,0,27,0,0,60,0,74,8,26,100,19,0,0,562,0,1,1,3,0,0,0,0,3,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
ERR2683254,MGYS00003139,108,2996,7933,116,0,13387,1008,3,40,46338,22,78,168,474,30,216,20,0,909,26,0,0,0,0,0,48,0,0,1,92,0,8,0,3,0,20,2,0,15,0,8,54,12,52,2,0,0,141,0,0,1,2,1,0,0,0,17,0,1,0,0,5,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0
ERR2683255,MGYS00003139,599,2519,2747,381,3,32520,4379,4,154,68401,53,185,608,145,7,437,66,0,1364,127,0,0,0,0,0,69,1,0,0,185,0,18,0,23,2,43,1,0,32,2,8,74,24,145,2,1,0,1957,0,0,0,0,2,0,0,0,27,0,0,0,0,12,0,0,0,11,0,0,0,0,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0
ERR2683257,MGYS00003139,270,4396,3402,206,12,8138,145,7,60,58043,228,108,1392,17,1,23,3,0,46,9,0,0,0,0,0,21,0,0,0,209,0,37,0,33,1,88,1,0,38,0,26,20,97,1285,53,1,0,301,0,0,0,2,0,4,0,0,2601,0,91,0,0,1,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,1,0,0
ERR2683259,MGYS00003139,190,4559,3169,271,3,24157,1124,1,141,43288,20,199,854,112,7,36,8,0,141,20,0,0,0,0,0,26,0,0,0,63,0,15,0,14,0,34,0,0,108,0,10,41,21,45,3,0,0,589,0,0,0,1,1,0,0,0,52,0,3,0,0,200,0,0,0,1,45,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0
ERR2683261,MGYS00003139,265,1190,4849,126,19,24438,1347,3,62,43200,84,334,466,19,5,18,4,0,103,11,0,0,0,0,0,15,1,0,0,62,0,12,0,18,0,25,1,0,24,2,30,14,15,87,30,0,0,1104,0,1,0,1,1,0,0,0,8,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683264,MGYS00003139,119,587,10878,168,8,24002,246,44,54,37444,264,52,305,284,0,18,2,0,251,19,0,0,0,0,0,30,0,0,0,403,0,14,0,23,0,73,2,0,42,6,20,11,44,130,6,0,0,828,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2683265,MGYS00003139,69,1442,17805,120,50,29283,808,7,80,25747,310,361,389,16,5,90,75,5,211,86,0,0,0,0,0,76,0,0,3,144,0,10,0,7,0,16,1,0,171,4,218,35,47,54,78,0,0,146,0,1,37,3,5,0,1,0,18,0,7,1,0,3,0,0,0,8,0,9,0,0,0,0,0,1,0,0,0,7,0,0,2,0,0,0,0,0
