Kingdom,Phylum,Class,Order,Family,Genus,Species,ERR1356697,ERR1356701,ERR1356704,ERR1356734,ERR1356738,ERR1356743,ERR1356695,ERR1356699,ERR1356736,ERR1356745,ERR1356748,ERR1356751,ERR1356693,ERR1356710,ERR1356712,ERR1356717,ERR1356753,ERR1356714,ERR1356719,ERR1356720,ERR1356723,ERR1356725,ERR1356728,ERR1356727,ERR1356731,ERR1356733,ERR1356761,ERR1356762,ERR1356703,ERR1356707,ERR1356740,ERR1356754,ERR1356756,ERR1356759,ERR1356708,ERR1356746
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Rathayibacter,caricis,2,0,1,0,0,0,1,3,2,2,0,0,3,2,1,0,0,4,0,0,3,0,0,1,4,1,0,2,2,2,0,0,1,1,2,3
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Salinibacterium,,7,1,0,0,4,2,6,1,3,1,1,0,11,0,1,0,1,1,1,2,0,0,2,2,0,6,4,2,0,0,0,0,0,0,0,3
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Schumannella,luteola,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Yonghaparkia,,0,0,0,0,0,0,0,2,1,1,0,0,7,0,0,0,0,3,0,0,0,0,1,0,0,3,3,2,0,0,0,0,0,2,1,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Acaricomes,phytoseiuli,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,castellinitroguajacolicusoxydanspolychromogenespsychrolactophilussulfureus,8,4,1,5,0,3,9,56,0,13,0,1,79,0,1,4,1,0,0,0,3,4,2,4,8,9,10,2,1,7,7,0,3,41,1,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Citricoccus,alkalitolerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,palustrisrhizophila,7,4,1,1,1,2,9,19,1,8,0,3,29,0,0,6,0,0,2,0,1,4,1,2,4,22,3,0,4,0,0,0,1,6,0,1
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micr_Microbispora,rosea,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus,luteus,13,10,0,1,0,30,25,698,0,99,0,10,807,1,1,16,1,1,1,0,7,3,1,19,53,23,93,0,12,2,0,0,0,669,1,1
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Nesterenkonia,,0,3,0,0,0,0,3,2,0,2,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,1,0,0,1,1,0,1
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,aeriadentocariosamucilaginosanasimurium,10,6,1,0,0,7,33,61,4,19,0,7,92,0,2,16,3,0,7,0,3,2,0,1,4,8,17,1,38,16,2,0,0,41,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Actinoplanes,,3,0,0,0,1,1,3,6,0,0,1,0,7,0,0,3,0,0,1,0,2,1,0,0,1,52,0,0,6,0,0,0,1,0,0,1
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Catellatospora,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Catenuloplanes,nepalensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Couchioplanes,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Longispora,fulva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Pilimelia,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,103,0,0,1,0,0,0,1,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Virgisporangium,ochraceum,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,arupensecelatumgordonaellatzerensevaccae,18,7,12,0,3,7,64,320,6,7,20,0,342,0,1,2,4,28,36,21,29,12,7,2,8,14,4,3,3,2,6,14,12,85,20,30
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,,1,0,1,0,0,0,1,3,0,0,0,0,3,1,1,1,0,1,1,1,0,0,0,2,1,3,0,0,6,0,3,1,0,0,0,2
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,equifasciansruber,4,2,1,1,0,0,11,12,3,0,2,0,17,8,1,1,0,1,4,1,1,0,2,21,0,10,1,1,6,6,2,1,4,1,0,7
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Skermania,piniformis,6,0,0,0,3,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,,2,1,4,2,0,1,1,11,1,0,14,0,16,2,2,0,1,0,0,0,0,1,1,0,2,10,2,1,3,0,2,3,2,6,0,12
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Friedmanniella,,7,0,0,3,2,1,2,3,1,0,1,0,7,0,0,1,0,0,0,5,3,1,0,0,3,60,2,0,5,1,4,2,4,1,1,1
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Kribbella,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,dilutusfurvisabulilentusplantarum,5,4,5,0,3,0,2,6,0,0,1,0,16,0,0,2,1,0,0,0,0,0,1,3,2,131,1,0,5,2,1,0,0,3,0,2
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Pimelobacter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Propionicimonas,,27,10,5,9,4,7,20,43,6,1,3,1,200,1,0,4,4,0,3,3,92,11,7,11,69,18,3,9,8,3,26,2,15,5,2,8
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiopsaceae,Streptomonospora,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Cellulosimicrobium,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Luteimicrobium,subarcticum,2,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,2,1,1,0,0,0,1,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Promicromonospora,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Xylanimicrobium,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Aestuariimicrobium,kwangyangense,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Brooklawnia,cerclae,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Luteococcus,,1,6,0,0,0,0,0,1,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,1,1,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Microlunatus,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,acnesgranulosum,706,675,0,1,0,357,1196,509,0,154,0,117,2047,1,0,397,137,0,121,2,77,130,3,148,323,725,417,2,165,163,1,1,1,202,1,1
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionimicrobium,lymphophilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Tessaracoccus,bendigoensis,8,2,1,4,0,0,5,11,1,1,2,0,31,0,0,3,2,0,1,4,3,2,2,3,6,2,3,1,1,0,6,3,5,5,7,2
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinomycetospora,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseu_Amycolatopsis,thermoflava,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Prauserella,rugosa,2,3,0,0,3,6,3,10,2,1,0,0,18,0,0,0,0,2,0,2,0,0,0,1,0,40,1,0,10,6,4,0,1,2,0,3
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,halophobica,11,4,0,0,2,0,1,1,2,1,0,1,5,0,0,0,0,24,0,0,0,3,1,1,0,57,0,0,143,0,0,1,1,0,0,3
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharopolyspora,hirsuta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Thermobispora,bispora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Thermocrispum,agreste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Rarobacteraceae,Rarobacter,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Ruaniaceae,Ruania,albidiflava,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sanguibacteraceae,Sanguibacter,soli,23,3,4,16,1,1,9,33,2,5,0,0,54,1,1,2,0,0,2,0,35,11,4,6,17,7,2,6,7,5,3,0,3,11,5,3
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptacidiphilus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,aureofaciensmirabilisradiopugnansroseoviridisrubrolavendulaescabrisporusxanthocidicus,8,0,1,7,2,4,6,9,1,4,2,0,16,0,0,3,0,0,1,3,3,2,1,5,8,3,1,2,4,2,5,3,7,0,2,4
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Herbidospora,cretacea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Stre_Microbispora,mesophila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Planomonospora,venezuelensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Sphaerisporangium,viridialbum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Streptosporangium,pseudovulgare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinoallomurus,,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura,vinacea,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Tsukamurellaceae,Tsuk_Gordonia,kroppenstedtii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Tsukamurellaceae,Tsukamurella,,2,4,0,0,1,0,3,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Williamsiaceae,Williamsia,,2,2,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Yaniellaceae,Auritibacter,ignavus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Yaniellaceae,Yaniella,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,adolescentisanimalisbifidumbrevelongumpseudolongum,147,37,29,27,24,32,61,142,6,17,35,30,226,1,3,23,24,0,14,18,17,12,52,25,23,17,5,29,29,16,29,31,11,89,22,55
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bombiscardovia,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Adlercreutzia,,3,4,1,5,0,0,1,2,0,0,1,2,7,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,2
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Atopobium,vaginae,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,aerofaciensstercoris,61,17,1,8,9,12,31,57,4,7,8,9,97,0,0,8,7,0,3,2,0,9,12,5,11,14,3,9,5,10,11,7,4,25,3,13
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Coriobacterium,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Eggerthella,lenta,6,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Slackia,,0,1,1,2,0,1,1,5,0,0,0,0,10,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,2,2,0,1
Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,,0,3,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Patulibacteraceae,Patulibacter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,,0,0,0,4,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,2,0,0
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,,15,0,1,1,1,1,7,9,6,0,3,9,21,0,19,7,1,11,2,2,0,24,2,2,0,0,5,0,1,0,3,3,1,3,1,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,acidifaciensbarnesiaecaccaecoprophiluscoprosuiseggerthiifragilisovatusplebeiusuniformis,103,30,14,31,26,26,47,113,16,24,24,21,212,2,0,10,5,0,4,38,10,16,101,21,51,25,26,31,18,9,28,15,10,65,28,30
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Mari_Cytophaga,xylanolytica,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,,2,2,0,2,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Paraprevotella,,7,0,0,0,1,2,1,1,0,1,0,2,8,0,0,0,0,0,0,1,1,1,8,0,3,1,0,1,0,1,1,0,0,1,1,3
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paraprevotellaceae,Para_Prevotella,,7,9,0,1,1,3,25,6,0,1,2,0,24,1,0,0,1,0,0,1,0,1,5,1,4,4,4,4,8,2,0,1,0,6,0,3
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,gadei,0,0,0,0,0,0,1,3,0,1,0,0,3,0,2,0,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter,,11,1,0,3,8,5,11,87,7,12,7,6,135,1,2,0,0,6,0,3,1,1,10,10,19,1,28,7,8,2,5,3,20,53,2,13
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,distasonis,8,4,3,0,2,1,8,9,2,2,3,2,18,0,0,1,0,0,2,2,1,3,10,3,1,4,3,4,5,0,6,0,3,5,3,1
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,endodontalis,0,0,0,0,0,2,1,1,0,1,0,0,2,0,0,0,1,0,0,0,1,1,0,0,4,1,1,1,0,0,1,0,0,1,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,,2,0,0,1,0,0,2,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prev_Prevotella,coprimelaninogenicananceiensisnigrescensruminicolastercorea,79,38,20,28,15,45,64,64,3,29,28,18,190,2,5,7,5,1,8,7,4,4,58,13,52,26,36,22,24,9,26,12,5,39,14,82
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,indistinctusmassiliensis,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,ratkowskyi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Aquiflexum,balticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,vietnamensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Nitritalea,halalkaliphila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Adhaeribacter,,1,0,0,0,1,0,0,2,0,0,0,31,4,0,0,0,0,0,0,1,0,3,0,1,1,1,0,0,1,0,0,0,0,1,0,1
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cyto_Cytophaga,,1,0,1,0,0,0,2,0,1,2,0,1,29,0,2,2,0,0,0,0,0,2,1,2,2,5,1,17,3,1,1,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,,0,0,0,2,0,0,0,5,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,10,2,3,7,5,1,0,1,0,1,2,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,,0,0,0,0,0,0,0,0,0,33,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus,,0,0,0,0,0,0,0,2,0,7,0,1,4,0,3,0,0,0,0,0,0,0,0,12,1,0,1,1,0,0,0,0,0,2,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cyto_Flexibacter,elegans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,,6,1,0,0,0,0,3,10,0,0,0,0,15,1,0,2,0,0,0,0,1,1,0,0,0,4,2,0,22,1,0,0,0,1,0,2
