sample_id,sample_name,biosample,sample_description,latitude,longitude,geolocation,biome,biome_feature,biome_material,assembly_run_ids
SRS826578,Stanley AS,SAMN03294203,Metagenome of Stanley AS,22.3,114.1,Hong Kong,,,,ERZ773282;ERZ773281
